cftc_commodity_code,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_subgroup_code,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_nonrept_long_all,change_in_nonrept_short_all,change_in_open_interest_all,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_tot_rept_long_all,change_in_tot_rept_short,commodity,commodity_group_name,commodity_name,commodity_subgroup_name,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short,conc_gross_le_4_tdr_short_1,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short,conc_gross_le_8_tdr_short_1,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_all,conc_net_le_4_tdr_short_old,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_all,conc_net_le_8_tdr_short_old,conc_net_le_8_tdr_short_other,contract_market_name,contract_units,futonly_or_combined,id,m_money_positions_long_all,m_money_positions_long_old,m_money_positions_long_other,m_money_positions_short_all,m_money_positions_short_old,m_money_positions_short_other,m_money_positions_spread,m_money_positions_spread_1,m_money_positions_spread_2,market_and_exchange_names,nonrept_positions_long_all,nonrept_positions_long_old,nonrept_positions_long_other,nonrept_positions_short_all,nonrept_positions_short_old,nonrept_positions_short_other,open_interest_all,open_interest_old,open_interest_other,other_rept_positions_long,other_rept_positions_long_1,other_rept_positions_long_2,other_rept_positions_short,other_rept_positions_short_1,other_rept_positions_short_2,other_rept_positions_spread,other_rept_positions_spread_1,other_rept_positions_spread_2,pct_of_oi_m_money_long_all,pct_of_oi_m_money_long_old,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_all,pct_of_oi_m_money_short_old,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread,pct_of_oi_m_money_spread_1,pct_of_oi_m_money_spread_2,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_all,pct_of_oi_nonrept_short_old,pct_of_oi_nonrept_short_other,pct_of_oi_other_rept_long,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread,pct_of_oi_other_rept_spread_1,pct_of_oi_other_rept_spread_2,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short,pct_of_oi_prod_merc_short_1,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_all,pct_of_oi_swap_long_old,pct_of_oi_swap_long_other,pct_of_oi_swap_short_all,pct_of_oi_swap_short_old,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_all,pct_of_oi_swap_spread_old,pct_of_oi_swap_spread_other,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short,pct_of_oi_tot_rept_short_1,pct_of_oi_tot_rept_short_2,pct_of_open_interest_all,pct_of_open_interest_old,pct_of_open_interest_other,prod_merc_positions_long,prod_merc_positions_long_1,prod_merc_positions_long_2,prod_merc_positions_short,prod_merc_positions_short_1,prod_merc_positions_short_2,report_date_as_yyyy_mm_dd,swap__positions_short_all,swap__positions_short_old,swap__positions_short_other,swap__positions_spread_all,swap__positions_spread_old,swap__positions_spread_other,swap_positions_long_all,swap_positions_long_old,swap_positions_long_other,tot_rept_positions_long_all,tot_rept_positions_long_old,tot_rept_positions_long_other,tot_rept_positions_short,tot_rept_positions_short_1,tot_rept_positions_short_2,traders_m_money_long_all,traders_m_money_long_old,traders_m_money_long_other,traders_m_money_short_all,traders_m_money_short_old,traders_m_money_short_other,traders_m_money_spread_all,traders_m_money_spread_old,traders_m_money_spread_other,traders_other_rept_long_all,traders_other_rept_long_old,traders_other_rept_long_other,traders_other_rept_short,traders_other_rept_short_1,traders_other_rept_short_2,traders_other_rept_spread,traders_other_rept_spread_1,traders_other_rept_spread_2,traders_prod_merc_long_all,traders_prod_merc_long_old,traders_prod_merc_long_other,traders_prod_merc_short_all,traders_prod_merc_short_old,traders_prod_merc_short_other,traders_swap_long_all,traders_swap_long_old,traders_swap_long_other,traders_swap_short_all,traders_swap_short_old,traders_swap_short_other,traders_swap_spread_all,traders_swap_spread_old,traders_swap_spread_other,traders_tot_all,traders_tot_old,traders_tot_other,traders_tot_rept_long_all,traders_tot_rept_long_old,traders_tot_rept_long_other,traders_tot_rept_short_all,traders_tot_rept_short_old,traders_tot_rept_short_other,yyyy_report_week_ww
067,067651,NYME,NYC,N10,-18151,-3049,-3459,6551,-5242,19605,7924,770,10582,14271,7571,-247,10298,2134,13054,24847,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,19.1,19.1,0.0,21.5,21.5,0.0,30.9,30.9,0.0,33.6,33.6,0.0,13.1,13.1,0.0,16.2,16.2,0.0,19.8,19.8,0.0,23.5,23.5,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,180102067651F,426682,426682,0,37546,37546,0,496578,496578,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",108205,108205,0,84304,84304,0,2479798,2479798,0,335984,335984,0,100907,100907,0,346002,346002,0,17.2,17.2,0.0,1.5,1.5,0.0,20.0,20.0,0.0,4.4,4.4,0.0,3.4,3.4,0.0,13.5,13.5,0.0,4.1,4.1,0.0,14.0,14.0,0.0,16.9,16.9,0.0,20.1,20.1,0.0,7.1,7.1,0.0,30.2,30.2,0.0,6.8,6.8,0.0,95.6,95.6,0.0,96.6,96.6,0.0,100.0,100.0,100.0,419764,419764,0,497296,497296,0,2018-01-02T00:00:00.000,747754,747754,0,169411,169411,0,177172,177172,0,2371593,2371593,0,2395494,2395494,0,77,77,0,27,27,0,69,69,0,90,90,0,70,70,0,121,121,0,56,56,0,69,69,0,19,19,0,27,27,0,39,39,0,418,418,0,356,356,0,340,340,0,2018 Report Week 01
088,088691,CMX,NYC,N20,40708,292,208,3383,2572,44261,-1870,11226,2197,2780,19450,2863,14324,-6008,40878,41689,GOLD,NATURAL RESOURCES,GOLD,PRECIOUS METALS,21.7,21.7,0.0,35.4,35.4,0.0,30.7,30.7,0.0,49.9,49.9,0.0,19.4,19.4,0.0,33.6,33.6,0.0,27.8,27.8,0.0,47.9,47.9,0.0,GOLD,(CONTRACTS OF 100 TROY OUNCES),FutOnly,180102088691F,168423,168423,0,20249,20249,0,39872,39872,0,GOLD - COMMODITY EXCHANGE INC.,44151,44151,0,29819,29819,0,500731,500731,0,73005,73005,0,57911,57911,0,20176,20176,0,33.6,33.6,0.0,4.0,4.0,0.0,8.0,8.0,0.0,8.8,8.8,0.0,6.0,6.0,0.0,14.6,14.6,0.0,11.6,11.6,0.0,4.0,4.0,0.0,4.5,4.5,0.0,36.1,36.1,0.0,21.7,21.7,0.0,25.6,25.6,0.0,4.8,4.8,0.0,91.2,91.2,0.0,94.0,94.0,0.0,100.0,100.0,100.0,22495,22495,0,180714,180714,0,2018-01-02T00:00:00.000,128180,128180,0,23810,23810,0,108799,108799,0,456580,456580,0,470912,470912,0,83,83,0,25,25,0,32,32,0,87,87,0,61,61,0,42,42,0,18,18,0,27,27,0,14,14,0,20,20,0,18,18,0,329,329,0,246,246,0,183,183,0,2018 Report Week 01
085,085692,CMX,NYC,N25,12166,-1488,5100,2515,1088,20368,1159,4170,2949,-4034,5226,-21,2789,534,17853,19280,COPPER,NATURAL RESOURCES,COPPER,BASE METALS,17.2,17.2,0.0,26.4,26.4,0.0,28.1,28.1,0.0,38.8,38.8,0.0,17.2,17.2,0.0,23.1,23.1,0.0,27.4,27.4,0.0,33.0,33.0,0.0,COPPER- #1,"(CONTRACTS OF 25,000 POUNDS)",FutOnly,180102085692F,134568,134568,0,21255,21255,0,17586,17586,0,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,17507,17507,0,16536,16536,0,288846,288846,0,15573,15573,0,64974,64974,0,23812,23812,0,46.6,46.6,0.0,7.4,7.4,0.0,6.1,6.1,0.0,6.1,6.1,0.0,5.7,5.7,0.0,5.4,5.4,0.0,22.5,22.5,0.0,8.2,8.2,0.0,12.8,12.8,0.0,44.3,44.3,0.0,13.0,13.0,0.0,4.0,4.0,0.0,1.8,1.8,0.0,93.9,93.9,0.0,94.3,94.3,0.0,100.0,100.0,100.0,36991,36991,0,127991,127991,0,2018-01-02T00:00:00.000,11456,11456,0,5236,5236,0,37573,37573,0,271339,271339,0,272310,272310,0,91,91,0,25,25,0,32,32,0,40,40,0,88,88,0,49,49,0,30,30,0,42,42,0,14,14,0,8,8,0,10,10,0,330,330,0,235,235,0,211,211,0,2018 Report Week 01
067,067411,ICEU,NYC,N10,7367,-2741,-2737,-1343,1809,7761,2338,1989,6183,-4580,-581,728,4034,-195,9104,5952,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,23.9,23.9,0.0,26.1,26.1,0.0,36.5,36.5,0.0,38.9,38.9,0.0,18.8,18.8,0.0,23.0,23.0,0.0,28.3,28.3,0.0,30.3,30.3,0.0,"CRUDE OIL, LIGHT SWEET-WTI","(CONTRACTS OF 1,000 BARRELS)",FutOnly,180102067411F,73383,73383,0,14853,14853,0,43710,43710,0,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",16891,16891,0,12022,12022,0,581303,581303,0,35832,35832,0,50489,50489,0,117948,117948,0,12.6,12.6,0.0,2.6,2.6,0.0,7.5,7.5,0.0,2.9,2.9,0.0,2.1,2.1,0.0,6.2,6.2,0.0,8.7,8.7,0.0,20.3,20.3,0.0,39.0,39.0,0.0,28.0,28.0,0.0,3.8,3.8,0.0,23.2,23.2,0.0,7.7,7.7,0.0,97.1,97.1,0.0,97.9,97.9,0.0,100.0,100.0,100.0,226819,226819,0,162890,162890,0,2018-01-02T00:00:00.000,134819,134819,0,44572,44572,0,22148,22148,0,564412,564412,0,569281,569281,0,14,14,0,12,12,0,14,14,0,16,16,0,43,43,0,48,48,0,48,48,0,45,45,0,8,8,0,10,10,0,18,18,0,158,158,0,137,137,0,142,142,0,2018 Report Week 01
067,067651,NYME,NYC,N10,36580,-6934,7351,5958,13351,65515,2248,12385,13113,8732,-623,-524,34815,-7943,59557,52164,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,19.5,19.5,0.0,22.2,22.2,0.0,31.4,31.4,0.0,34.9,34.9,0.0,13.0,13.0,0.0,16.5,16.5,0.0,19.7,19.7,0.0,24.1,24.1,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,180109067651F,463262,463262,0,30612,30612,0,503929,503929,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",114163,114163,0,97655,97655,0,2545313,2545313,0,338232,338232,0,113292,113292,0,359115,359115,0,18.2,18.2,0.0,1.2,1.2,0.0,19.8,19.8,0.0,4.5,4.5,0.0,3.8,3.8,0.0,13.3,13.3,0.0,4.5,4.5,0.0,14.1,14.1,0.0,16.8,16.8,0.0,19.5,19.5,0.0,6.9,6.9,0.0,30.7,30.7,0.0,6.3,6.3,0.0,95.5,95.5,0.0,96.2,96.2,0.0,100.0,100.0,100.0,428496,428496,0,496673,496673,0,2018-01-09T00:00:00.000,782569,782569,0,161468,161468,0,176648,176648,0,2431150,2431150,0,2447658,2447658,0,82,82,0,27,27,0,71,71,0,96,96,0,74,74,0,129,129,0,61,61,0,69,69,0,19,19,0,27,27,0,32,32,0,432,432,0,374,374,0,343,343,0,2018 Report Week 02
088,088691,CMX,NYC,N20,47692,-184,8805,2774,123,54724,41,7897,417,-1378,17657,-3074,20562,-553,51950,54601,GOLD,NATURAL RESOURCES,GOLD,PRECIOUS METALS,21.3,21.3,0.0,34.5,34.5,0.0,30.3,30.3,0.0,49.6,49.6,0.0,19.2,19.2,0.0,33.5,33.5,0.0,27.3,27.3,0.0,48.4,48.4,0.0,GOLD,(CONTRACTS OF 100 TROY OUNCES),FutOnly,180109088691F,216115,216115,0,20065,20065,0,48677,48677,0,GOLD - COMMODITY EXCHANGE INC.,46925,46925,0,29942,29942,0,555455,555455,0,73046,73046,0,65808,65808,0,20593,20593,0,38.9,38.9,0.0,3.6,3.6,0.0,8.8,8.8,0.0,8.4,8.4,0.0,5.4,5.4,0.0,13.2,13.2,0.0,11.8,11.8,0.0,3.7,3.7,0.0,3.8,3.8,0.0,35.7,35.7,0.0,19.0,19.0,0.0,26.8,26.8,0.0,4.2,4.2,0.0,91.6,91.6,0.0,94.6,94.6,0.0,100.0,100.0,100.0,21117,21117,0,198371,198371,0,2018-01-09T00:00:00.000,148742,148742,0,23257,23257,0,105725,105725,0,508530,508530,0,525513,525513,0,94,94,0,26,26,0,39,39,0,85,85,0,64,64,0,46,46,0,19,19,0,30,30,0,13,13,0,19,19,0,18,18,0,343,343,0,263,263,0,194,194,0,2018 Report Week 02
085,085692,CMX,NYC,N25,-2367,4272,3333,424,-2543,3634,199,-4812,5695,-1305,474,-2412,-2852,67,3210,6177,COPPER,NATURAL RESOURCES,COPPER,BASE METALS,17.3,17.3,0.0,25.5,25.5,0.0,28.3,28.3,0.0,38.9,38.9,0.0,16.9,16.9,0.0,22.8,22.8,0.0,26.8,26.8,0.0,33.1,33.1,0.0,COPPER- #1,"(CONTRACTS OF 25,000 POUNDS)",FutOnly,180109085692F,132201,132201,0,25527,25527,0,20919,20919,0,COPPER-GRADE #1 - COMMODITY EXCHANGE INC.,17931,17931,0,13993,13993,0,292480,292480,0,15772,15772,0,60162,60162,0,29507,29507,0,45.2,45.2,0.0,8.7,8.7,0.0,7.2,7.2,0.0,6.1,6.1,0.0,4.8,4.8,0.0,5.4,5.4,0.0,20.6,20.6,0.0,10.1,10.1,0.0,12.2,12.2,0.0,43.9,43.9,0.0,12.0,12.0,0.0,2.9,2.9,0.0,1.8,1.8,0.0,93.9,93.9,0.0,95.2,95.2,0.0,100.0,100.0,100.0,35686,35686,0,128465,128465,0,2018-01-09T00:00:00.000,8604,8604,0,5303,5303,0,35161,35161,0,274549,274549,0,278487,278487,0,91,91,0,27,27,0,37,37,0,46,46,0,85,85,0,53,53,0,27,27,0,43,43,0,14,14,0,9,9,0,10,10,0,333,333,0,240,240,0,217,217,0,2018 Report Week 02
067,067411,ICEU,NYC,N10,3151,-1493,938,3129,1268,11792,17293,-8950,-11678,1461,22557,-597,11055,-1905,8663,10524,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,23.3,23.3,0.0,28.3,28.3,0.0,36.1,36.1,0.0,40.0,40.0,0.0,18.9,18.9,0.0,25.5,25.5,0.0,28.6,28.6,0.0,32.4,32.4,0.0,"CRUDE OIL, LIGHT SWEET-WTI","(CONTRACTS OF 1,000 BARRELS)",FutOnly,180109067411F,76534,76534,0,13360,13360,0,44648,44648,0,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",20020,20020,0,13290,13290,0,593095,593095,0,53125,53125,0,41539,41539,0,106270,106270,0,12.9,12.9,0.0,2.3,2.3,0.0,7.5,7.5,0.0,3.4,3.4,0.0,2.2,2.2,0.0,9.0,9.0,0.0,7.0,7.0,0.0,17.9,17.9,0.0,38.5,38.5,0.0,31.3,31.3,0.0,3.6,3.6,0.0,24.6,24.6,0.0,7.2,7.2,0.0,96.6,96.6,0.0,97.8,97.8,0.0,100.0,100.0,100.0,228280,228280,0,185447,185447,0,2018-01-09T00:00:00.000,145874,145874,0,42667,42667,0,21551,21551,0,573075,573075,0,579805,579805,0,17,17,0,10,10,0,15,15,0,19,19,0,39,39,0,48,48,0,46,46,0,44,44,0,6,6,0,11,11,0,17,17,0,154,154,0,137,137,0,136,136,0,2018 Report Week 02
067,067411,ICEU,NYC,N10,-1875,1637,7008,-955,-754,-7095,1623,-5839,-17606,8171,6669,-2535,2716,-926,-6140,-6341,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,24.4,24.4,0.0,30.0,30.0,0.0,36.5,36.5,0.0,42.3,42.3,0.0,20.2,20.2,0.0,27.1,27.1,0.0,29.6,29.6,0.0,33.8,33.8,0.0,"CRUDE OIL, LIGHT SWEET-WTI","(CONTRACTS OF 1,000 BARRELS)",FutOnly,180116067411F,74659,74659,0,14997,14997,0,51656,51656,0,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",19065,19065,0,12536,12536,0,586000,586000,0,54748,54748,0,35700,35700,0,88664,88664,0,12.7,12.7,0.0,2.6,2.6,0.0,8.8,8.8,0.0,3.3,3.3,0.0,2.1,2.1,0.0,9.3,9.3,0.0,6.1,6.1,0.0,15.1,15.1,0.0,40.4,40.4,0.0,32.8,32.8,0.0,3.2,3.2,0.0,25.4,25.4,0.0,7.1,7.1,0.0,96.7,96.7,0.0,97.9,97.9,0.0,100.0,100.0,100.0,236451,236451,0,192116,192116,0,2018-01-16T00:00:00.000,148590,148590,0,41741,41741,0,19016,19016,0,566935,566935,0,573464,573464,0,19,19,0,6,6,0,15,15,0,19,19,0,37,37,0,46,46,0,52,52,0,50,50,0,6,6,0,11,11,0,17,17,0,156,156,0,141,141,0,138,138,0,2018 Report Week 03
088,088691,CMX,NYC,N20,11258,5776,7093,2173,-1640,26878,1444,-1497,-3193,1744,14508,2593,2065,3766,24705,28518,GOLD,NATURAL RESOURCES,GOLD,PRECIOUS METALS,21.3,21.3,0.0,33.6,33.6,0.0,30.8,30.8,0.0,47.6,47.6,0.0,19.3,19.3,0.0,32.6,32.6,0.0,27.1,27.1,0.0,45.9,45.9,0.0,GOLD,(CONTRACTS OF 100 TROY OUNCES),FutOnly,180116088691F,227373,227373,0,25841,25841,0,55770,55770,0,GOLD - COMMODITY EXCHANGE INC.,49098,49098,0,28302,28302,0,582333,582333,0,74490,74490,0,64311,64311,0,17400,17400,0,39.0,39.0,0.0,4.4,4.4,0.0,9.6,9.6,0.0,8.4,8.4,0.0,4.9,4.9,0.0,12.8,12.8,0.0,11.0,11.0,0.0,3.0,3.0,0.0,3.9,3.9,0.0,36.6,36.6,0.0,18.6,18.6,0.0,25.9,25.9,0.0,4.6,4.6,0.0,91.6,91.6,0.0,95.1,95.1,0.0,100.0,100.0,100.0,22861,22861,0,212879,212879,0,2018-01-16T00:00:00.000,150807,150807,0,27023,27023,0,108318,108318,0,533235,533235,0,554031,554031,0,100,100,0,22,22,0,38,38,0,90,90,0,69,69,0,52,52,0,19,19,0,31,31,0,12,12,0,22,22,0,17,17,0,357,357,0,270,270,0,206,206,0,2018 Report Week 03
