cftc_commodity_code,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_subgroup_code,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_nonrept_long_all,change_in_nonrept_short_all,change_in_open_interest_all,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_tot_rept_long_all,change_in_tot_rept_short,commodity,commodity_group_name,commodity_name,commodity_subgroup_name,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short,conc_gross_le_4_tdr_short_1,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short,conc_gross_le_8_tdr_short_1,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_all,conc_net_le_4_tdr_short_old,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_all,conc_net_le_8_tdr_short_old,conc_net_le_8_tdr_short_other,contract_market_name,contract_units,futonly_or_combined,id,m_money_positions_long_all,m_money_positions_long_old,m_money_positions_long_other,m_money_positions_short_all,m_money_positions_short_old,m_money_positions_short_other,m_money_positions_spread,m_money_positions_spread_1,m_money_positions_spread_2,market_and_exchange_names,nonrept_positions_long_all,nonrept_positions_long_old,nonrept_positions_long_other,nonrept_positions_short_all,nonrept_positions_short_old,nonrept_positions_short_other,open_interest_all,open_interest_old,open_interest_other,other_rept_positions_long,other_rept_positions_long_1,other_rept_positions_long_2,other_rept_positions_short,other_rept_positions_short_1,other_rept_positions_short_2,other_rept_positions_spread,other_rept_positions_spread_1,other_rept_positions_spread_2,pct_of_oi_m_money_long_all,pct_of_oi_m_money_long_old,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_all,pct_of_oi_m_money_short_old,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread,pct_of_oi_m_money_spread_1,pct_of_oi_m_money_spread_2,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_all,pct_of_oi_nonrept_short_old,pct_of_oi_nonrept_short_other,pct_of_oi_other_rept_long,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread,pct_of_oi_other_rept_spread_1,pct_of_oi_other_rept_spread_2,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short,pct_of_oi_prod_merc_short_1,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_all,pct_of_oi_swap_long_old,pct_of_oi_swap_long_other,pct_of_oi_swap_short_all,pct_of_oi_swap_short_old,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_all,pct_of_oi_swap_spread_old,pct_of_oi_swap_spread_other,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short,pct_of_oi_tot_rept_short_1,pct_of_oi_tot_rept_short_2,pct_of_open_interest_all,pct_of_open_interest_old,pct_of_open_interest_other,prod_merc_positions_long,prod_merc_positions_long_1,prod_merc_positions_long_2,prod_merc_positions_short,prod_merc_positions_short_1,prod_merc_positions_short_2,report_date_as_yyyy_mm_dd,swap__positions_short_all,swap__positions_short_old,swap__positions_short_other,swap__positions_spread_all,swap__positions_spread_old,swap__positions_spread_other,swap_positions_long_all,swap_positions_long_old,swap_positions_long_other,tot_rept_positions_long_all,tot_rept_positions_long_old,tot_rept_positions_long_other,tot_rept_positions_short,tot_rept_positions_short_1,tot_rept_positions_short_2,traders_m_money_long_all,traders_m_money_long_old,traders_m_money_long_other,traders_m_money_short_all,traders_m_money_short_old,traders_m_money_short_other,traders_m_money_spread_all,traders_m_money_spread_old,traders_m_money_spread_other,traders_other_rept_long_all,traders_other_rept_long_old,traders_other_rept_long_other,traders_other_rept_short,traders_other_rept_short_1,traders_other_rept_short_2,traders_other_rept_spread,traders_other_rept_spread_1,traders_other_rept_spread_2,traders_prod_merc_long_all,traders_prod_merc_long_old,traders_prod_merc_long_other,traders_prod_merc_short_all,traders_prod_merc_short_old,traders_prod_merc_short_other,traders_swap_long_all,traders_swap_long_old,traders_swap_long_other,traders_swap_short_all,traders_swap_short_old,traders_swap_short_other,traders_swap_spread_all,traders_swap_spread_old,traders_swap_spread_other,traders_tot_all,traders_tot_old,traders_tot_other,traders_tot_rept_long_all,traders_tot_rept_long_old,traders_tot_rept_long_other,traders_tot_rept_short_all,traders_tot_rept_short_old,traders_tot_rept_short_other,yyyy_report_week_ww
067,067651,NYME,NYC,N10,8873,-876,50324,14617,-3258,99363,3288,622,497,19988,22602,2398,30074,-622,84746,102621,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,22.6,22.6,0.0,25.0,25.0,0.0,35.2,35.2,0.0,37.8,37.8,0.0,12.3,12.3,0.0,18.0,18.0,0.0,19.3,19.3,0.0,26.2,26.2,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200107067651F,340235,340235,0,29708,29708,0,551407,551407,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",98884,98884,0,68231,68231,0,2244930,2244930,0,298774,298774,0,42029,42029,0,225524,225524,0,15.2,15.2,0.0,1.3,1.3,0.0,24.6,24.6,0.0,4.4,4.4,0.0,3.0,3.0,0.0,13.3,13.3,0.0,1.9,1.9,0.0,10.0,10.0,0.0,19.1,19.1,0.0,20.3,20.3,0.0,6.2,6.2,0.0,31.6,31.6,0.0,7.3,7.3,0.0,95.6,95.6,0.0,97.0,97.0,0.0,100.0,100.0,100.0,427802,427802,0,454860,454860,0,2020-01-07T00:00:00.000,709217,709217,0,163954,163954,0,138350,138350,0,2146046,2146046,0,2176699,2176699,0,73,73,0,34,34,0,76,76,0,69,69,0,45,45,0,83,83,0,54,54,0,57,57,0,19,19,0,27,27,0,32,32,0,351,351,0,303,303,0,287,287,0,2020 Report Week 01
067,067651,NYME,NYC,N10,-54304,19174,51803,-6829,-10196,-29037,25739,-10779,-2780,-33707,-58934,-57,-8423,-8902,-22208,-18841,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,23.9,23.9,0.0,25.7,25.7,0.0,36.1,36.1,0.0,38.5,38.5,0.0,12.5,12.5,0.0,17.9,17.9,0.0,19.0,19.0,0.0,26.2,26.2,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200114067651F,285931,285931,0,48882,48882,0,603210,603210,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",92055,92055,0,58035,58035,0,2215893,2215893,0,324513,324513,0,31250,31250,0,222744,222744,0,12.9,12.9,0.0,2.2,2.2,0.0,27.2,27.2,0.0,4.2,4.2,0.0,2.6,2.6,0.0,14.6,14.6,0.0,1.4,1.4,0.0,10.1,10.1,0.0,17.8,17.8,0.0,17.9,17.9,0.0,6.2,6.2,0.0,31.6,31.6,0.0,7.0,7.0,0.0,95.8,95.8,0.0,97.4,97.4,0.0,100.0,100.0,100.0,394095,394095,0,395926,395926,0,2020-01-14T00:00:00.000,700794,700794,0,155052,155052,0,138293,138293,0,2123838,2123838,0,2157858,2157858,0,67,67,0,41,41,0,80,80,0,82,82,0,35,35,0,89,89,0,60,60,0,61,61,0,23,23,0,26,26,0,32,32,0,365,365,0,318,318,0,298,298,0,2020 Report Week 02
067,067651,NYME,NYC,N10,5941,-706,-22615,-9711,-4599,-69061,-17157,-766,1930,-21438,-26850,-443,-9887,-5568,-59350,-64462,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,24.0,24.0,0.0,25.9,25.9,0.0,36.5,36.5,0.0,38.8,38.8,0.0,12.8,12.8,0.0,18.2,18.2,0.0,20.0,20.0,0.0,26.4,26.4,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200121067651F,291872,291872,0,48176,48176,0,580595,580595,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",82344,82344,0,53436,53436,0,2146832,2146832,0,307356,307356,0,30484,30484,0,224674,224674,0,13.6,13.6,0.0,2.2,2.2,0.0,27.0,27.0,0.0,3.8,3.8,0.0,2.5,2.5,0.0,14.3,14.3,0.0,1.4,1.4,0.0,10.5,10.5,0.0,17.4,17.4,0.0,17.2,17.2,0.0,6.4,6.4,0.0,32.2,32.2,0.0,7.0,7.0,0.0,96.2,96.2,0.0,97.5,97.5,0.0,100.0,100.0,100.0,372657,372657,0,369076,369076,0,2020-01-21T00:00:00.000,690907,690907,0,149484,149484,0,137850,137850,0,2064488,2064488,0,2093396,2093396,0,70,70,0,38,38,0,78,78,0,65,65,0,40,40,0,85,85,0,55,55,0,63,63,0,25,25,0,25,25,0,36,36,0,356,356,0,306,306,0,294,294,0,2020 Report Week 03
067,067651,NYME,NYC,N10,-27701,37536,14383,3576,8111,25187,16728,10297,931,-9402,-14705,1373,-56665,25299,21611,17076,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,23.5,23.5,0.0,25.1,25.1,0.0,35.7,35.7,0.0,37.3,37.3,0.0,12.5,12.5,0.0,16.9,16.9,0.0,19.3,19.3,0.0,24.4,24.4,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200128067651F,264171,264171,0,85712,85712,0,594978,594978,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",85920,85920,0,61547,61547,0,2172019,2172019,0,324084,324084,0,40781,40781,0,225605,225605,0,12.2,12.2,0.0,3.9,3.9,0.0,27.4,27.4,0.0,4.0,4.0,0.0,2.8,2.8,0.0,14.9,14.9,0.0,1.9,1.9,0.0,10.4,10.4,0.0,16.7,16.7,0.0,16.3,16.3,0.0,6.4,6.4,0.0,29.2,29.2,0.0,8.0,8.0,0.0,96.0,96.0,0.0,97.2,97.2,0.0,100.0,100.0,100.0,363255,363255,0,354371,354371,0,2020-01-28T00:00:00.000,634242,634242,0,174783,174783,0,139223,139223,0,2086099,2086099,0,2110472,2110472,0,62,62,0,50,50,0,78,78,0,71,71,0,45,45,0,82,82,0,54,54,0,63,63,0,23,23,0,23,23,0,34,34,0,364,364,0,305,305,0,298,298,0,2020 Report Week 04
067,067651,NYME,NYC,N10,-14211,37539,-24236,6076,2697,99722,2873,15511,21490,81823,66245,1957,-43474,23950,93646,97025,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,21.4,21.4,0.0,22.2,22.2,0.0,33.7,33.7,0.0,32.9,32.9,0.0,11.9,11.9,0.0,15.6,15.6,0.0,18.1,18.1,0.0,22.1,22.1,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200204067651F,249960,249960,0,123251,123251,0,570742,570742,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",91996,91996,0,64244,64244,0,2271741,2271741,0,326957,326957,0,56292,56292,0,247095,247095,0,11.0,11.0,0.0,5.4,5.4,0.0,25.1,25.1,0.0,4.0,4.0,0.0,2.8,2.8,0.0,14.4,14.4,0.0,2.5,2.5,0.0,10.9,10.9,0.0,19.6,19.6,0.0,18.5,18.5,0.0,6.2,6.2,0.0,26.0,26.0,0.0,8.7,8.7,0.0,96.0,96.0,0.0,97.2,97.2,0.0,100.0,100.0,100.0,445078,445078,0,420616,420616,0,2020-02-04T00:00:00.000,590768,590768,0,198733,198733,0,141180,141180,0,2179745,2179745,0,2207497,2207497,0,61,61,0,53,53,0,81,81,0,69,69,0,61,61,0,87,87,0,56,56,0,61,61,0,25,25,0,23,23,0,37,37,0,379,379,0,322,322,0,309,309,0,2020 Report Week 05
067,067651,NYME,NYC,N10,-13644,672,-57077,764,12678,-58219,13882,171,5815,6788,17597,-229,-23557,-14518,-58983,-70897,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,20.7,20.7,0.0,21.7,21.7,0.0,33.4,33.4,0.0,32.0,32.0,0.0,12.2,12.2,0.0,15.5,15.5,0.0,19.2,19.2,0.0,22.1,22.1,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200211067651F,236316,236316,0,123923,123923,0,513665,513665,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",92760,92760,0,76922,76922,0,2213522,2213522,0,340839,340839,0,56463,56463,0,252910,252910,0,10.7,10.7,0.0,5.6,5.6,0.0,23.2,23.2,0.0,4.2,4.2,0.0,3.5,3.5,0.0,15.4,15.4,0.0,2.6,2.6,0.0,11.4,11.4,0.0,20.4,20.4,0.0,19.8,19.8,0.0,6.4,6.4,0.0,25.6,25.6,0.0,8.3,8.3,0.0,95.8,95.8,0.0,96.5,96.5,0.0,100.0,100.0,100.0,451866,451866,0,438213,438213,0,2020-02-11T00:00:00.000,567211,567211,0,184215,184215,0,140951,140951,0,2120762,2120762,0,2136600,2136600,0,52,52,0,58,58,0,76,76,0,67,67,0,59,59,0,88,88,0,61,61,0,64,64,0,26,26,0,24,24,0,37,37,0,374,374,0,319,319,0,310,310,0,2020 Report Week 06
067,067651,NYME,NYC,N10,-12887,-5817,-10001,-6278,1114,-75354,6984,-15081,-11870,-35053,-29665,-5887,-3672,-362,-69076,-76468,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,21.3,21.3,0.0,22.2,22.2,0.0,33.9,33.9,0.0,33.0,33.0,0.0,12.7,12.7,0.0,16.0,16.0,0.0,19.9,19.9,0.0,22.7,22.7,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200218067651F,223429,223429,0,118106,118106,0,503664,503664,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",86482,86482,0,78036,78036,0,2138168,2138168,0,347823,347823,0,41382,41382,0,241040,241040,0,10.4,10.4,0.0,5.5,5.5,0.0,23.6,23.6,0.0,4.0,4.0,0.0,3.6,3.6,0.0,16.3,16.3,0.0,1.9,1.9,0.0,11.3,11.3,0.0,19.5,19.5,0.0,19.1,19.1,0.0,6.3,6.3,0.0,26.4,26.4,0.0,8.6,8.6,0.0,96.0,96.0,0.0,96.4,96.4,0.0,100.0,100.0,100.0,416813,416813,0,408548,408548,0,2020-02-18T00:00:00.000,563539,563539,0,183853,183853,0,135064,135064,0,2051686,2051686,0,2060132,2060132,0,46,46,0,59,59,0,75,75,0,72,72,0,45,45,0,83,83,0,56,56,0,64,64,0,23,23,0,25,25,0,35,35,0,360,360,0,304,304,0,298,298,0,2020 Report Week 07
067,067651,NYME,NYC,N10,-7517,-36625,-2141,778,887,41665,-4937,4469,11558,56927,66082,-2013,8425,-10990,40887,40778,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,20.4,20.4,0.0,21.3,21.3,0.0,33.0,33.0,0.0,32.1,32.1,0.0,12.6,12.6,0.0,16.0,16.0,0.0,19.6,19.6,0.0,22.6,22.6,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200225067651F,215912,215912,0,81481,81481,0,501523,501523,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",87260,87260,0,78923,78923,0,2179833,2179833,0,342886,342886,0,45851,45851,0,252598,252598,0,9.9,9.9,0.0,3.7,3.7,0.0,23.0,23.0,0.0,4.0,4.0,0.0,3.6,3.6,0.0,15.7,15.7,0.0,2.1,2.1,0.0,11.6,11.6,0.0,21.7,21.7,0.0,21.8,21.8,0.0,6.1,6.1,0.0,26.2,26.2,0.0,7.9,7.9,0.0,96.0,96.0,0.0,96.4,96.4,0.0,100.0,100.0,100.0,473740,473740,0,474630,474630,0,2020-02-25T00:00:00.000,571964,571964,0,172863,172863,0,133051,133051,0,2092573,2092573,0,2100910,2100910,0,52,52,0,53,53,0,77,77,0,75,75,0,47,47,0,79,79,0,55,55,0,60,60,0,21,21,0,27,27,0,33,33,0,357,357,0,298,298,0,295,295,0,2020 Report Week 08
067,067651,NYME,NYC,N10,9049,32992,-19393,-5762,774,16256,-3943,15211,2976,7734,-6182,-289,-36006,25884,22018,15482,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,20.9,20.9,0.0,20.1,20.1,0.0,33.4,33.4,0.0,31.4,31.4,0.0,12.6,12.6,0.0,15.7,15.7,0.0,19.9,19.9,0.0,21.9,21.9,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200303067651F,224961,224961,0,114473,114473,0,482130,482130,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",81498,81498,0,79697,79697,0,2196089,2196089,0,338943,338943,0,61062,61062,0,255574,255574,0,10.2,10.2,0.0,5.2,5.2,0.0,22.0,22.0,0.0,3.7,3.7,0.0,3.6,3.6,0.0,15.4,15.4,0.0,2.8,2.8,0.0,11.6,11.6,0.0,21.9,21.9,0.0,21.3,21.3,0.0,6.0,6.0,0.0,24.4,24.4,0.0,9.1,9.1,0.0,96.3,96.3,0.0,96.4,96.4,0.0,100.0,100.0,100.0,481474,481474,0,468448,468448,0,2020-03-03T00:00:00.000,535958,535958,0,198747,198747,0,132762,132762,0,2114591,2114591,0,2116392,2116392,0,47,47,0,58,58,0,78,78,0,63,63,0,56,56,0,84,84,0,56,56,0,58,58,0,21,21,0,28,28,0,34,34,0,357,357,0,302,302,0,299,299,0,2020 Report Week 09
067,067651,NYME,NYC,N10,33819,-2477,3843,5246,-1938,24883,-10156,27112,-8719,-832,-4378,5882,15640,-4200,19637,26821,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,21.1,21.1,0.0,21.1,21.1,0.0,34.0,34.0,0.0,31.4,31.4,0.0,12.4,12.4,0.0,16.0,16.0,0.0,20.0,20.0,0.0,22.2,22.2,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,200310067651F,258780,258780,0,111996,111996,0,485973,485973,0,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",86744,86744,0,77759,77759,0,2220972,2220972,0,328787,328787,0,88174,88174,0,246855,246855,0,11.7,11.7,0.0,5.0,5.0,0.0,21.9,21.9,0.0,3.9,3.9,0.0,3.5,3.5,0.0,14.8,14.8,0.0,4.0,4.0,0.0,11.1,11.1,0.0,21.6,21.6,0.0,20.9,20.9,0.0,6.2,6.2,0.0,24.8,24.8,0.0,8.8,8.8,0.0,96.1,96.1,0.0,96.5,96.5,0.0,100.0,100.0,100.0,480642,480642,0,464070,464070,0,2020-03-10T00:00:00.000,551598,551598,0,194547,194547,0,138644,138644,0,2134228,2134228,0,2143213,2143213,0,46,46,0,56,56,0,70,70,0,62,62,0,63,63,0,81,81,0,60,60,0,65,65,0,22,22,0,28,28,0,33,33,0,362,362,0,295,295,0,304,304,0,2020 Report Week 10
