cftc_commodity_code,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_subgroup_code,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_nonrept_long_all,change_in_nonrept_short_all,change_in_open_interest_all,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_tot_rept_long_all,change_in_tot_rept_short,commodity,commodity_group_name,commodity_name,commodity_subgroup_name,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short,conc_gross_le_4_tdr_short_1,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short,conc_gross_le_8_tdr_short_1,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_all,conc_net_le_4_tdr_short_old,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_all,conc_net_le_8_tdr_short_old,conc_net_le_8_tdr_short_other,contract_market_name,contract_units,futonly_or_combined,id,m_money_positions_long_all,m_money_positions_long_old,m_money_positions_long_other,m_money_positions_short_all,m_money_positions_short_old,m_money_positions_short_other,m_money_positions_spread,m_money_positions_spread_1,m_money_positions_spread_2,market_and_exchange_names,nonrept_positions_long_all,nonrept_positions_long_old,nonrept_positions_long_other,nonrept_positions_short_all,nonrept_positions_short_old,nonrept_positions_short_other,open_interest_all,open_interest_old,open_interest_other,other_rept_positions_long,other_rept_positions_long_1,other_rept_positions_long_2,other_rept_positions_short,other_rept_positions_short_1,other_rept_positions_short_2,other_rept_positions_spread,other_rept_positions_spread_1,other_rept_positions_spread_2,pct_of_oi_m_money_long_all,pct_of_oi_m_money_long_old,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_all,pct_of_oi_m_money_short_old,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread,pct_of_oi_m_money_spread_1,pct_of_oi_m_money_spread_2,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_all,pct_of_oi_nonrept_short_old,pct_of_oi_nonrept_short_other,pct_of_oi_other_rept_long,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread,pct_of_oi_other_rept_spread_1,pct_of_oi_other_rept_spread_2,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short,pct_of_oi_prod_merc_short_1,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_all,pct_of_oi_swap_long_old,pct_of_oi_swap_long_other,pct_of_oi_swap_short_all,pct_of_oi_swap_short_old,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_all,pct_of_oi_swap_spread_old,pct_of_oi_swap_spread_other,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short,pct_of_oi_tot_rept_short_1,pct_of_oi_tot_rept_short_2,pct_of_open_interest_all,pct_of_open_interest_old,pct_of_open_interest_other,prod_merc_positions_long,prod_merc_positions_long_1,prod_merc_positions_long_2,prod_merc_positions_short,prod_merc_positions_short_1,prod_merc_positions_short_2,report_date_as_yyyy_mm_dd,swap__positions_short_all,swap__positions_short_old,swap__positions_short_other,swap__positions_spread_all,swap__positions_spread_old,swap__positions_spread_other,swap_positions_long_all,swap_positions_long_old,swap_positions_long_other,tot_rept_positions_long_all,tot_rept_positions_long_old,tot_rept_positions_long_other,tot_rept_positions_short,tot_rept_positions_short_1,tot_rept_positions_short_2,traders_m_money_long_all,traders_m_money_long_old,traders_m_money_long_other,traders_m_money_short_all,traders_m_money_short_old,traders_m_money_short_other,traders_m_money_spread_all,traders_m_money_spread_old,traders_m_money_spread_other,traders_other_rept_long_all,traders_other_rept_long_old,traders_other_rept_long_other,traders_other_rept_short,traders_other_rept_short_1,traders_other_rept_short_2,traders_other_rept_spread,traders_other_rept_spread_1,traders_other_rept_spread_2,traders_prod_merc_long_all,traders_prod_merc_long_old,traders_prod_merc_long_other,traders_prod_merc_short_all,traders_prod_merc_short_old,traders_prod_merc_short_other,traders_swap_long_all,traders_swap_long_old,traders_swap_long_other,traders_swap_short_all,traders_swap_short_old,traders_swap_short_other,traders_swap_spread_all,traders_swap_spread_old,traders_swap_spread_other,traders_tot_all,traders_tot_old,traders_tot_other,traders_tot_rept_long_all,traders_tot_rept_long_old,traders_tot_rept_long_other,traders_tot_rept_short_all,traders_tot_rept_short_old,traders_tot_rept_short_other,yyyy_report_week_ww
067 ,067651,NYME,NYC,N10,-10718,19444,20020,1415,-1082,46391,9247,-904,-4095,22624,23082,5287,-12685,2611,44976,47473,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,21.3,21.3,0.0,22.9,22.9,0.0,29.1,29.1,0.0,34.4,34.4,0.0,8.1,8.1,0.0,13.3,13.3,0.0,12.6,12.6,0.0,18.8,18.8,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230103067651F,201793,201793,0,62953,62953,0,358718,358718,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,75100,75100,0,53667,53667,0,1459936,1459936,0,121753,121753,0,32986,32986,0,174799,174799,0,13.8,13.8,0.0,4.3,4.3,0.0,24.6,24.6,0.0,5.1,5.1,0.0,3.7,3.7,0.0,8.3,8.3,0.0,2.3,2.3,0.0,12.0,12.0,0.0,23.5,23.5,0.0,24.5,24.5,0.0,5.6,5.6,0.0,21.6,21.6,0.0,7.1,7.1,0.0,94.9,94.9,0.0,96.3,96.3,0.0,100.0,100.0,100.0,342423,342423,0,358368,358368,0,2023-01-03T00:00:00.000,314770,314770,0,103675,103675,0,81675,81675,0,1384836,1384836,0,1406269,1406269,0,70,70,0,40,40,0,72,72,0,70,70,0,27,27,0,64,64,0,57,57,0,65,65,0,15,15,0,26,26,0,33,33,0,329,329,0,293,293,0,258,258,0,2023 Report Week 01
067 ,067651,NYME,NYC,N10,-10249,-741,47400,-2405,-1238,97156,-6127,6736,12830,48309,29893,4029,-1093,3369,99561,98394,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,21.2,21.2,0.0,23.0,23.0,0.0,29.3,29.3,0.0,34.5,34.5,0.0,6.8,6.8,0.0,11.9,11.9,0.0,11.2,11.2,0.0,17.2,17.2,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230110067651F,191544,191544,0,62212,62212,0,406118,406118,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,72695,72695,0,52429,52429,0,1557092,1557092,0,115626,115626,0,39722,39722,0,187629,187629,0,12.3,12.3,0.0,4.0,4.0,0.0,26.1,26.1,0.0,4.7,4.7,0.0,3.4,3.4,0.0,7.4,7.4,0.0,2.6,2.6,0.0,12.0,12.0,0.0,25.1,25.1,0.0,24.9,24.9,0.0,5.5,5.5,0.0,20.1,20.1,0.0,6.9,6.9,0.0,95.3,95.3,0.0,96.6,96.6,0.0,100.0,100.0,100.0,390732,390732,0,388261,388261,0,2023-01-10T00:00:00.000,313677,313677,0,107044,107044,0,85704,85704,0,1484397,1484397,0,1504663,1504663,0,76,76,0,38,38,0,75,75,0,74,74,0,28,28,0,63,63,0,61,61,0,68,68,0,19,19,0,24,24,0,32,32,0,347,347,0,308,308,0,265,265,0,2023 Report Week 02
067 ,067651,NYME,NYC,N10,8620,-20863,31141,1014,4899,56374,3751,-748,-4144,20901,24544,-2279,24175,-2630,55360,51475,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,22.4,22.4,0.0,24.8,24.8,0.0,31.2,31.2,0.0,36.2,36.2,0.0,7.0,7.0,0.0,13.1,13.1,0.0,11.2,11.2,0.0,17.9,17.9,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230117067651F,200164,200164,0,41349,41349,0,437259,437259,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,73709,73709,0,57328,57328,0,1613466,1613466,0,119377,119377,0,38974,38974,0,183485,183485,0,12.4,12.4,0.0,2.6,2.6,0.0,27.1,27.1,0.0,4.6,4.6,0.0,3.6,3.6,0.0,7.4,7.4,0.0,2.4,2.4,0.0,11.4,11.4,0.0,25.5,25.5,0.0,25.6,25.6,0.0,5.2,5.2,0.0,20.9,20.9,0.0,6.5,6.5,0.0,95.4,95.4,0.0,96.4,96.4,0.0,100.0,100.0,100.0,411633,411633,0,412805,412805,0,2023-01-17T00:00:00.000,337852,337852,0,104414,104414,0,83425,83425,0,1539757,1539757,0,1556138,1556138,0,83,83,0,32,32,0,72,72,0,66,66,0,37,37,0,67,67,0,62,62,0,68,68,0,16,16,0,25,25,0,33,33,0,342,342,0,308,308,0,265,265,0,2023 Report Week 03
067 ,067651,NYME,NYC,N10,-2619,-6814,9781,6298,-768,46984,11558,5172,6537,23908,26186,-4526,10843,-3953,40686,47752,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,22.5,22.5,0.0,24.8,24.8,0.0,31.4,31.4,0.0,35.8,35.8,0.0,7.0,7.0,0.0,12.6,12.6,0.0,10.9,10.9,0.0,17.3,17.3,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230124067651F,197545,197545,0,34535,34535,0,447040,447040,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,80007,80007,0,56560,56560,0,1660450,1660450,0,130935,130935,0,44146,44146,0,190022,190022,0,11.9,11.9,0.0,2.1,2.1,0.0,26.9,26.9,0.0,4.8,4.8,0.0,3.4,3.4,0.0,7.9,7.9,0.0,2.7,2.7,0.0,11.4,11.4,0.0,26.2,26.2,0.0,26.4,26.4,0.0,4.8,4.8,0.0,21.0,21.0,0.0,6.1,6.1,0.0,95.2,95.2,0.0,96.6,96.6,0.0,100.0,100.0,100.0,435541,435541,0,438991,438991,0,2023-01-24T00:00:00.000,348695,348695,0,100461,100461,0,78899,78899,0,1580443,1580443,0,1603890,1603890,0,76,76,0,37,37,0,71,71,0,65,65,0,36,36,0,64,64,0,62,62,0,68,68,0,17,17,0,25,25,0,32,32,0,341,341,0,302,302,0,262,262,0,2023 Report Week 04
067 ,067651,NYME,NYC,N10,8463,14047,24929,6864,7509,65928,-1869,-1474,13238,5708,7847,1734,-7029,6861,59064,58419,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,22.6,22.6,0.0,24.0,24.0,0.0,31.6,31.6,0.0,35.2,35.2,0.0,6.7,6.7,0.0,12.2,12.2,0.0,10.4,10.4,0.0,16.6,16.6,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230131067651F,206008,206008,0,48582,48582,0,471969,471969,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,86871,86871,0,64069,64069,0,1726378,1726378,0,129066,129066,0,42672,42672,0,203260,203260,0,11.9,11.9,0.0,2.8,2.8,0.0,27.3,27.3,0.0,5.0,5.0,0.0,3.7,3.7,0.0,7.5,7.5,0.0,2.5,2.5,0.0,11.8,11.8,0.0,25.6,25.6,0.0,25.9,25.9,0.0,4.7,4.7,0.0,19.8,19.8,0.0,6.2,6.2,0.0,95.0,95.0,0.0,96.3,96.3,0.0,100.0,100.0,100.0,441249,441249,0,446838,446838,0,2023-01-31T00:00:00.000,341666,341666,0,107322,107322,0,80633,80633,0,1639507,1639507,0,1662309,1662309,0,75,75,0,39,39,0,70,70,0,71,71,0,35,35,0,64,64,0,61,61,0,69,69,0,21,21,0,22,22,0,34,34,0,346,346,0,308,308,0,263,263,0,2023 Report Week 05
067 ,067651,NYME,NYC,N10,1733,13153,17111,3278,5683,65577,-4845,3404,3244,48447,39108,658,-12077,-4049,62299,59894,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,22.7,22.7,0.0,23.7,23.7,0.0,32.0,32.0,0.0,35.1,35.1,0.0,5.9,5.9,0.0,11.7,11.7,0.0,9.5,9.5,0.0,15.7,15.7,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230207067651F,207741,207741,0,61735,61735,0,489080,489080,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,90149,90149,0,69752,69752,0,1791955,1791955,0,124221,124221,0,46076,46076,0,206504,206504,0,11.6,11.6,0.0,3.4,3.4,0.0,27.3,27.3,0.0,5.0,5.0,0.0,3.9,3.9,0.0,6.9,6.9,0.0,2.6,2.6,0.0,11.5,11.5,0.0,27.3,27.3,0.0,27.1,27.1,0.0,4.5,4.5,0.0,18.4,18.4,0.0,5.8,5.8,0.0,95.0,95.0,0.0,96.1,96.1,0.0,100.0,100.0,100.0,489696,489696,0,485946,485946,0,2023-02-07T00:00:00.000,329589,329589,0,103273,103273,0,81291,81291,0,1701806,1701806,0,1722203,1722203,0,83,83,0,38,38,0,78,78,0,66,66,0,35,35,0,70,70,0,61,61,0,65,65,0,21,21,0,23,23,0,35,35,0,346,346,0,310,310,0,275,275,0,2023 Report Week 06
067 ,067651,NYME,NYC,N10,10547,-7226,11994,-7105,-6537,29646,-7268,7115,-16861,46271,57880,-474,-9261,-7458,36751,36183,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,23.0,23.0,0.0,24.2,24.2,0.0,32.6,32.6,0.0,36.6,36.6,0.0,5.7,5.7,0.0,11.7,11.7,0.0,9.2,9.2,0.0,15.9,15.9,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230214067651F,218288,218288,0,54509,54509,0,501074,501074,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,83044,83044,0,63215,63215,0,1821601,1821601,0,116953,116953,0,53191,53191,0,189643,189643,0,12.0,12.0,0.0,3.0,3.0,0.0,27.5,27.5,0.0,4.6,4.6,0.0,3.5,3.5,0.0,6.4,6.4,0.0,2.9,2.9,0.0,10.4,10.4,0.0,29.4,29.4,0.0,29.9,29.9,0.0,4.4,4.4,0.0,17.6,17.6,0.0,5.3,5.3,0.0,95.4,95.4,0.0,96.5,96.5,0.0,100.0,100.0,100.0,535967,535967,0,543826,543826,0,2023-02-14T00:00:00.000,320328,320328,0,95815,95815,0,80817,80817,0,1738557,1738557,0,1758386,1758386,0,87,87,0,34,34,0,80,80,0,66,66,0,31,31,0,63,63,0,65,65,0,71,71,0,21,21,0,21,21,0,31,31,0,342,342,0,309,309,0,268,268,0,2023 Report Week 07
067 ,067651,NYME,NYC,N10,-18574,11169,-16454,-2939,-4736,-65572,5955,-15918,-13595,-15114,-24156,-1118,1851,-3733,-62633,-60836,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,22.8,22.8,0.0,24.9,24.9,0.0,32.6,32.6,0.0,37.0,37.0,0.0,6.3,6.3,0.0,11.8,11.8,0.0,10.0,10.0,0.0,15.9,15.9,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230221067651F,199714,199714,0,65678,65678,0,484620,484620,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,80105,80105,0,58479,58479,0,1756029,1756029,0,122908,122908,0,37273,37273,0,176048,176048,0,11.4,11.4,0.0,3.7,3.7,0.0,27.6,27.6,0.0,4.6,4.6,0.0,3.3,3.3,0.0,7.0,7.0,0.0,2.1,2.1,0.0,10.0,10.0,0.0,29.7,29.7,0.0,29.6,29.6,0.0,4.5,4.5,0.0,18.3,18.3,0.0,5.2,5.2,0.0,95.4,95.4,0.0,96.7,96.7,0.0,100.0,100.0,100.0,520853,520853,0,519670,519670,0,2023-02-21T00:00:00.000,322179,322179,0,92082,92082,0,79699,79699,0,1675924,1675924,0,1697550,1697550,0,79,79,0,37,37,0,76,76,0,60,60,0,30,30,0,60,60,0,59,59,0,66,66,0,21,21,0,22,22,0,32,32,0,327,327,0,293,293,0,258,258,0,2023 Report Week 08
067 ,067651,NYME,NYC,N10,10320,4402,-3685,-468,5174,-5817,-5787,4488,-1786,-12569,-11149,751,-10668,7407,-5349,-10991,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,22.9,22.9,0.0,25.4,25.4,0.0,32.5,32.5,0.0,36.9,36.9,0.0,5.9,5.9,0.0,11.3,11.3,0.0,9.8,9.8,0.0,15.6,15.6,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230228067651F,210034,210034,0,70080,70080,0,480935,480935,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,79637,79637,0,63653,63653,0,1750212,1750212,0,117121,117121,0,41761,41761,0,174262,174262,0,12.0,12.0,0.0,4.0,4.0,0.0,27.5,27.5,0.0,4.6,4.6,0.0,3.6,3.6,0.0,6.7,6.7,0.0,2.4,2.4,0.0,10.0,10.0,0.0,29.0,29.0,0.0,29.1,29.1,0.0,4.6,4.6,0.0,17.8,17.8,0.0,5.7,5.7,0.0,95.4,95.4,0.0,96.4,96.4,0.0,100.0,100.0,100.0,508284,508284,0,508521,508521,0,2023-02-28T00:00:00.000,311511,311511,0,99489,99489,0,80450,80450,0,1670575,1670575,0,1686559,1686559,0,77,77,0,38,38,0,78,78,0,64,64,0,31,31,0,63,63,0,59,59,0,66,66,0,19,19,0,20,20,0,29,29,0,329,329,0,296,296,0,258,258,0,2023 Report Week 09
067 ,067651,NYME,NYC,N10,-3161,-10144,6089,5360,-6244,4815,-4855,10541,11938,-652,3657,-9687,-10805,-217,-545,11059,CRUDE OIL,NATURAL RESOURCES,CRUDE OIL,PETROLEUM AND PRODUCTS,22.9,22.9,0.0,25.5,25.5,0.0,32.3,32.3,0.0,36.8,36.8,0.0,5.9,5.9,0.0,12.0,12.0,0.0,9.6,9.6,0.0,16.1,16.1,0.0,WTI-PHYSICAL,"(CONTRACTS OF 1,000 BARRELS)",FutOnly,230307067651F,206873,206873,0,59936,59936,0,487024,487024,0,WTI-PHYSICAL - NEW YORK MERCANTILE EXCHANGE,84997,84997,0,57409,57409,0,1755027,1755027,0,112266,112266,0,52302,52302,0,186200,186200,0,11.8,11.8,0.0,3.4,3.4,0.0,27.8,27.8,0.0,4.8,4.8,0.0,3.3,3.3,0.0,6.4,6.4,0.0,3.0,3.0,0.0,10.6,10.6,0.0,28.9,28.9,0.0,29.2,29.2,0.0,4.0,4.0,0.0,17.1,17.1,0.0,5.7,5.7,0.0,95.2,95.2,0.0,96.7,96.7,0.0,100.0,100.0,100.0,507632,507632,0,512178,512178,0,2023-03-07T00:00:00.000,300706,300706,0,99272,99272,0,70763,70763,0,1670030,1670030,0,1697618,1697618,0,84,84,0,36,36,0,76,76,0,61,61,0,33,33,0,63,63,0,61,61,0,67,67,0,19,19,0,20,20,0,29,29,0,333,333,0,299,299,0,259,259,0,2023 Report Week 10
