date,ticker,close
2021-07-26,XLU,28.65
2021-07-26,XLRE,39.76
2021-07-26,XLB,37.63
2021-07-26,XLC,80.18
2021-07-26,SPY,413.25
2021-07-27,XLK,73.85
2021-07-27,XLF,33.72
2021-07-27,XLV,122.06
2021-07-27,XLY,88.04
2021-07-27,XLP,63.6
2021-07-27,XLI,96.0
2021-07-27,XLE,20.82
2021-07-27,XLU,29.15
2021-07-27,XLRE,40.08
2021-07-27,XLB,37.68
2021-07-27,XLC,79.23
2021-07-27,SPY,411.37
2021-07-28,XLK,73.76
2021-07-28,XLF,33.68
2021-07-28,XLV,122.5
2021-07-28,XLY,87.76
2021-07-28,XLP,63.04
2021-07-28,XLI,95.78
2021-07-28,XLE,21.01
2021-07-28,XLU,28.92
2021-07-28,XLRE,39.84
2021-07-28,XLB,37.79
2021-07-28,XLC,79.85
2021-07-28,SPY,411.2
2021-07-29,XLK,74.1
2021-07-29,XLF,34.05
2021-07-29,XLV,122.79
2021-07-29,XLY,88.75
2021-07-29,XLP,63.35
2021-07-29,XLI,96.53
2021-07-29,XLE,21.21
2021-07-29,XLU,29.0
2021-07-29,XLRE,39.72
2021-07-29,XLB,38.2
2021-07-29,XLC,78.99
2021-07-29,SPY,412.91
2021-07-30,XLK,74.05
2021-07-30,XLF,33.78
2021-07-30,XLV,122.91
2021-07-30,XLY,86.92
