asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,cftc_commodity_code,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_subgroup_code,change_in_asset_mgr_long,change_in_asset_mgr_short,change_in_asset_mgr_spread,change_in_dealer_long_all,change_in_dealer_short_all,change_in_dealer_spread_all,change_in_lev_money_long,change_in_lev_money_short,change_in_lev_money_spread,change_in_nonrept_long_all,change_in_nonrept_short_all,change_in_open_interest_all,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,commodity,commodity_group_name,commodity_name,commodity_subgroup_name,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,contract_market_name,contract_units,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,futonly_or_combined,id,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,market_and_exchange_names,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_all,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,pct_of_oi_asset_mgr_long,pct_of_oi_asset_mgr_short,pct_of_oi_asset_mgr_spread,pct_of_oi_dealer_long_all,pct_of_oi_dealer_short_all,pct_of_oi_dealer_spread_all,pct_of_oi_lev_money_long,pct_of_oi_lev_money_short,pct_of_oi_lev_money_spread,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_open_interest_all,report_date_as_yyyy_mm_dd,tot_rept_positions_long_all,tot_rept_positions_short,traders_asset_mgr_long_all,traders_asset_mgr_short_all,traders_asset_mgr_spread,traders_dealer_long_all,traders_dealer_short_all,traders_dealer_spread_all,traders_lev_money_long_all,traders_lev_money_short_all,traders_lev_money_spread,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_all,traders_tot_rept_long_all,traders_tot_rept_short_all,yyyy_report_week_ww
1192719,278234,157969,138 ,13874+,CME ,CHI,F20,892,15909,-14885,29742,-18016,7504,25019,120191,-10699,-1235,-14348,53884,23631,-25688,-6084,55120,68232,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,10.7,24.8,16.7,35.3,9.6,24.4,15.5,33.7,S&P 500 Consolidated,(S&P 500 INDEX X $50.00),248586,837806,44689,FutOnly,24012313874+F,179526,567605,54236,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,267450,194088,2287411,135979,146528,6256,52.1,12.2,6.9,10.9,36.6,2.0,7.8,24.8,2.4,11.7,8.5,5.9,6.4,0.3,88.3,91.5,100.0,2024-01-23T00:00:00.000,2019961,2093323,184,61,102,30,37,20,81,81,61,23,20,9,518,380,330,2024 Report Week 04
2491161,1087018,619542,043 ,043602,CBT ,CHI,F30,-43229,-58826,-24450,-23388,47571,-21618,-36336,-35734,-8714,-6802,5415,-99974,64356,-3825,207,-93172,-105389,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,21.9,19.7,35.0,29.8,19.4,19.4,30.7,28.1,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",145612,372331,74639,FutOnly,240123043602F,310214,1887752,70952,UST 10Y NOTE - CHICAGO BOARD OF TRADE,404882,350489,4644740,526909,181188,829,53.6,23.4,13.3,3.1,8.0,1.6,6.7,40.6,1.5,8.7,7.5,11.3,3.9,0.0,91.3,92.5,100.0,2024-01-23T00:00:00.000,4239858,4294251,128,59,99,21,31,12,48,83,48,28,15,5,413,299,278,2024 Report Week 04
1754032,471570,330844,042 ,042601,CBT ,CHI,F30,55967,-12129,-11504,525,19501,1491,-27475,20240,-29571,424,-5872,-18314,-7031,670,-1140,-18738,-12442,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,27.2,32.2,36.2,49.1,25.9,32.1,33.6,48.8,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",130951,458321,11230,FutOnly,240130042601F,853061,2326574,53621,UST 2Y NOTE - CHICAGO BOARD OF TRADE,260468,120805,3924155,516592,137834,13356,44.7,12.0,8.4,3.3,11.7,0.3,21.7,59.3,1.4,6.6,3.1,13.2,3.5,0.3,93.4,96.9,100.0,2024-01-30T00:00:00.000,3663687,3803350,158,48,88,33,26,13,64,68,34,50,8,5,455,353,242,2024 Report Week 05
2501712,1071223,643855,043 ,043602,CBT ,CHI,F30,10551,-15795,24313,18967,-52253,16358,-3930,95403,4292,6826,12996,88262,10367,2430,518,81436,75266,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,21.8,18.9,34.9,28.8,19.4,18.5,30.7,26.9,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",164579,320078,90997,FutOnly,240130043602F,306284,1983155,75244,UST 10Y NOTE - CHICAGO BOARD OF TRADE,411708,363485,4733002,537276,183618,1347,52.9,22.6,13.6,3.5,6.8,1.9,6.5,41.9,1.6,8.7,7.7,11.4,3.9,0.0,91.3,92.3,100.0,2024-01-30T00:00:00.000,4321294,4369517,127,58,101,20,29,14,42,86,47,29,15,6,406,298,276,2024 Report Week 05
1212141,240586,155957,138 ,13874+,CME ,CHI,F20,19422,-37648,-2013,12818,32212,8717,-2153,34495,-3312,2884,-2459,38646,2918,9288,-636,35761,41104,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,10.3,25.6,16.4,36.3,9.2,25.0,15.3,34.9,S&P 500 Consolidated,(S&P 500 INDEX X $50.00),261405,870018,53406,FutOnly,24013013874+F,177373,602100,50924,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,270335,191629,2326056,138897,155816,5620,52.1,10.3,6.7,11.2,37.4,2.3,7.6,25.9,2.2,11.6,8.2,6.0,6.7,0.2,88.4,91.8,100.0,2024-01-30T00:00:00.000,2055722,2134427,183,59,100,31,37,18,83,83,60,23,21,6,522,381,325,2024 Report Week 05
2442677,1057726,706240,043 ,043602,CBT ,CHI,F30,-59035,-13497,62385,-26503,27331,-26023,-16332,-97212,31749,965,-6288,-25095,7690,-3549,9,-26060,-18807,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,21.4,18.9,34.2,28.9,18.9,17.4,29.9,25.9,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",138076,347409,64974,FutOnly,240206043602F,289952,1885943,106993,UST 10Y NOTE - CHICAGO BOARD OF TRADE,412673,357197,4707907,544966,180069,1356,51.9,22.5,15.0,2.9,7.4,1.4,6.2,40.1,2.3,8.8,7.6,11.6,3.8,0.0,91.2,92.4,100.0,2024-02-06T00:00:00.000,4295234,4350710,126,56,102,21,31,18,40,92,44,29,15,6,410,293,287,2024 Report Week 06
1181044,263355,155613,138 ,13874+,CME ,CHI,F20,-31097,22769,-344,27363,-11756,2168,-13211,-30340,3894,-9117,856,-12288,10145,2554,-2089,-3171,-13145,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,10.6,25.9,17.2,35.5,9.4,25.1,15.9,33.8,S&P 500 Consolidated,(S&P 500 INDEX X $50.00),288767,858262,55574,FutOnly,24020613874+F,164162,571760,54818,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,261217,192486,2313768,149042,158370,3531,51.0,11.4,6.7,12.5,37.1,2.4,7.1,24.7,2.4,11.3,8.3,6.4,6.8,0.2,88.7,91.7,100.0,2024-02-06T00:00:00.000,2052551,2121282,175,65,101,33,38,22,75,87,61,21,21,7,517,379,329,2024 Report Week 06
1812279,485436,315472,042 ,042601,CBT ,CHI,F30,58247,13866,-15372,14882,34573,-2978,-65245,-50781,14077,6133,6756,20397,6321,15924,4332,14264,13641,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,25.5,31.0,34.8,48.7,24.1,30.7,32.1,48.4,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",145833,492894,8252,FutOnly,240206042601F,787816,2275793,67698,UST 2Y NOTE - CHICAGO BOARD OF TRADE,266601,127561,3944552,522913,153758,17688,45.9,12.3,8.0,3.7,12.5,0.2,20.0,57.7,1.7,6.8,3.2,13.3,3.9,0.4,93.2,96.8,100.0,2024-02-06T00:00:00.000,3677951,3816991,162,45,89,33,23,11,61,71,37,51,11,4,457,358,240,2024 Report Week 06
2427656,1128554,700869,043 ,043602,CBT ,CHI,F30,-15021,70828,-5371,-1824,43217,-18586,16631,-86210,7450,19347,2873,27334,22736,11161,1972,7987,24461,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,21.4,19.2,33.6,29.3,19.2,17.7,29.4,26.4,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",136252,390626,46388,FutOnly,240213043602F,306583,1799733,114443,UST 10Y NOTE - CHICAGO BOARD OF TRADE,432020,360070,4735241,567702,191230,3328,51.3,23.8,14.8,2.9,8.2,1.0,6.5,38.0,2.4,9.1,7.6,12.0,4.0,0.1,90.9,92.4,100.0,2024-02-13T00:00:00.000,4303221,4375171,123,60,102,22,30,18,45,87,52,29,17,5,413,297,293,2024 Report Week 07
1182982,243591,157429,138 ,13874+,CME ,CHI,F20,1938,-19764,1817,10381,12303,4667,14557,-17932,22796,-1067,7386,41878,-17897,25919,4686,42945,34492,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,10.3,25.0,17.9,34.5,9.3,24.3,16.6,32.1,S&P 500 Consolidated,(S&P 500 INDEX X $50.00),299148,870565,60241,FutOnly,24021313874+F,178718,553828,77614,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,260150,199872,2355646,131145,184289,8218,50.2,10.3,6.7,12.7,37.0,2.6,7.6,23.5,3.3,11.0,8.5,5.6,7.8,0.3,89.0,91.5,100.0,2024-02-13T00:00:00.000,2095496,2155774,177,60,97,32,37,21,77,93,62,23,27,7,527,383,331,2024 Report Week 07
1788107,490613,350616,042 ,042601,CBT ,CHI,F30,-24172,5177,35144,-5067,-21194,7994,-16751,-20886,24214,-2850,655,29652,10594,-1998,546,32502,28997,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,24.5,31.0,33.1,48.6,23.0,30.7,30.3,48.0,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",140766,471700,16246,FutOnly,240213042601F,771065,2254907,91912,UST 2Y NOTE - CHICAGO BOARD OF TRADE,263751,128216,3974204,533507,151760,18234,45.0,12.3,8.8,3.5,11.9,0.4,19.4,56.7,2.3,6.6,3.2,13.4,3.8,0.5,93.4,96.8,100.0,2024-02-13T00:00:00.000,3710453,3845988,161,45,92,33,24,14,59,73,44,53,10,5,458,361,252,2024 Report Week 07
1819641,491390,366299,042 ,042601,CBT ,CHI,F30,31534,777,15683,-15546,48346,14629,-43867,-71653,34179,3042,9607,56646,1556,-10358,15436,53604,47039,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,22.6,29.7,31.7,45.4,21.2,29.2,28.9,44.7,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",125220,520046,30875,FutOnly,240220042601F,727198,2183254,126091,UST 2Y NOTE - CHICAGO BOARD OF TRADE,266793,137823,4030850,535063,141402,33670,45.1,12.2,9.1,3.1,12.9,0.8,18.0,54.2,3.1,6.6,3.4,13.3,3.5,0.8,93.4,96.6,100.0,2024-02-20T00:00:00.000,3764057,3893027,156,47,92,28,28,16,62,69,39,48,12,6,450,352,251,2024 Report Week 08
1179284,232485,160325,138 ,13874+,CME ,CHI,F20,-3698,-11106,2896,-3081,-16607,8419,-28049,9541,11761,7724,-4488,-13763,-5348,-9791,-4388,-21487,-9275,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,10.6,25.4,17.9,35.0,9.6,24.3,16.6,31.8,S&P 500 Consolidated,(S&P 500 INDEX X $50.00),296068,853958,68660,FutOnly,24022013874+F,150669,563369,89375,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,267874,195384,2341883,125798,174498,3830,50.4,9.9,6.8,12.6,36.5,2.9,6.4,24.1,3.8,11.4,8.3,5.4,7.5,0.2,88.6,91.7,100.0,2024-02-20T00:00:00.000,2074009,2146500,174,58,99,31,38,22,69,96,59,22,24,10,513,369,334,2024 Report Week 08
2393338,1095130,728803,043 ,043602,CBT ,CHI,F30,-34318,-33424,27934,-18608,31806,11950,7984,-45974,50583,-3134,-1797,84252,-7589,-6276,49450,87386,86049,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,21.2,18.9,33.2,29.0,18.8,17.4,28.7,26.2,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",117644,422432,58338,FutOnly,240220043602F,314567,1753759,165026,UST 10Y NOTE - CHICAGO BOARD OF TRADE,428886,358273,4819493,560113,184954,52778,49.7,22.7,15.1,2.4,8.8,1.2,6.5,36.4,3.4,8.9,7.4,11.6,3.8,1.1,91.1,92.6,100.0,2024-02-20T00:00:00.000,4390607,4461220,121,58,99,16,36,20,44,86,56,29,20,8,410,289,304,2024 Report Week 08
1763182,491478,365398,042 ,042601,CBT ,CHI,F30,-56459,88,-901,-524,-23919,16788,-134997,-198221,-36610,447,-4701,-260696,-42466,-7246,-5974,-261143,-255995,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,20.7,26.9,29.7,42.1,19.1,26.8,27.0,41.7,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",124696,496127,47663,FutOnly,240227042601F,592201,1985033,89481,UST 2Y NOTE - CHICAGO BOARD OF TRADE,267240,133122,3770154,492597,134156,27696,46.8,13.0,9.7,3.3,13.2,1.3,15.7,52.7,2.4,7.1,3.5,13.1,3.6,0.7,92.9,96.5,100.0,2024-02-27T00:00:00.000,3502914,3637032,153,46,88,27,27,17,57,71,50,45,13,8,440,344,259,2024 Report Week 09
1176202,234510,154644,138 ,13874+,CME ,CHI,F20,-3082,2025,-5681,-28350,-12252,18885,17005,32605,4459,1521,-4446,23386,14432,-16405,4196,21865,27832,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,10.3,25.1,16.9,34.8,9.2,23.8,15.6,31.6,S&P 500 Consolidated,(S&P 500 INDEX X $50.00),267718,841705,87545,FutOnly,24022713874+F,167675,595974,93834,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,269395,190937,2365269,140230,158093,8026,49.7,9.9,6.5,11.3,35.6,3.7,7.1,25.2,4.0,11.4,8.1,5.9,6.7,0.3,88.6,91.9,100.0,2024-02-27T00:00:00.000,2095874,2174332,178,60,97,31,38,24,69,93,64,22,26,10,518,378,335,2024 Report Week 09
2288270,1087416,677978,043 ,043602,CBT ,CHI,F30,-105068,-7714,-50825,-17541,-38205,-24702,-28523,-113871,-21522,1008,22424,-287314,1344,-11414,-41485,-288322,-309738,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,22.0,19.1,33.3,29.2,19.5,18.1,28.8,26.9,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",100103,384227,33636,FutOnly,240227043602F,286044,1639888,143504,UST 10Y NOTE - CHICAGO BOARD OF TRADE,429894,380697,4532179,561457,173540,11293,50.5,24.0,15.0,2.2,8.5,0.7,6.3,36.2,3.2,9.5,8.4,12.4,3.8,0.2,90.5,91.6,100.0,2024-02-27T00:00:00.000,4102285,4151482,118,55,100,16,30,15,41,86,49,28,18,6,392,279,283,2024 Report Week 09
