asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,cftc_commodity_code,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_subgroup_code,change_in_asset_mgr_long,change_in_asset_mgr_short,change_in_asset_mgr_spread,change_in_dealer_long_all,change_in_dealer_short_all,change_in_dealer_spread_all,change_in_lev_money_long,change_in_lev_money_short,change_in_lev_money_spread,change_in_nonrept_long_all,change_in_nonrept_short_all,change_in_open_interest_all,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,commodity,commodity_group_name,commodity_name,commodity_subgroup_name,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,contract_market_name,contract_units,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,futonly_or_combined,id,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,market_and_exchange_names,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_all,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,pct_of_oi_asset_mgr_long,pct_of_oi_asset_mgr_short,pct_of_oi_asset_mgr_spread,pct_of_oi_dealer_long_all,pct_of_oi_dealer_short_all,pct_of_oi_dealer_spread_all,pct_of_oi_lev_money_long,pct_of_oi_lev_money_short,pct_of_oi_lev_money_spread,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_open_interest_all,report_date_as_yyyy_mm_dd,tot_rept_positions_long_all,tot_rept_positions_short,traders_asset_mgr_long_all,traders_asset_mgr_short_all,traders_asset_mgr_spread,traders_dealer_long_all,traders_dealer_short_all,traders_dealer_spread_all,traders_lev_money_long_all,traders_lev_money_short_all,traders_lev_money_spread,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_all,traders_tot_rept_long_all,traders_tot_rept_short_all,yyyy_report_week_ww
1684086,829155,702214,043,043602,CBT,CHI,F30,58681,9776,-11800,-9376,-14665,10955,87242,120169,-8507,20920,9839,129936,-18386,13962,207,109016,120097,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,20.2,19.1,28.3,29.0,12.9,16.6,20.0,23.9,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",142605,265227,56805,FutOnly,200107043602F,479653,1169911,84823,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,401072,408329,3753965,195874,230668,6833,44.9,22.1,18.7,3.8,7.1,1.5,12.8,31.2,2.3,10.7,10.9,5.2,6.1,0.2,89.3,89.1,100.0,2020-01-07T00:00:00.000,3352893,3345636,107,75,98,25,36,11,54,71,42,20,22,6,410,285,282,2020 Report Week 01
304136,100790,45738,138,13874+,CME,CHI,F20,10,-745,-852,-910,-6156,819,1922,2377,1722,-662,3838,685,-1352,-307,-12,1346,-3153,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,14.5,16.8,23.0,27.9,13.9,16.3,20.9,26.3,S&P 500 Consolidated,(S&P 500 INDEX X $250.00),42283,168846,19082,FutOnly,20010713874+F,57404,98263,13739,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,66456,60733,567613,17955,59601,820,53.6,17.8,8.1,7.4,29.7,3.4,10.1,17.3,2.4,11.7,10.7,3.2,10.5,0.1,88.3,89.3,100.0,2020-01-07T00:00:00.000,501156,506880,166,85,122,29,39,23,70,103,51,30,43,11,565,383,389,2020 Report Week 01
1724199,828023,298740,042,042601,CBT,CHI,F30,-11134,-54510,9521,4499,-43052,-571,-56503,28243,9869,15742,1073,-42179,-13521,7329,-81,-57921,-43252,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,23.8,33.5,38.2,51.7,23.3,32.6,36.1,50.5,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",102861,229643,8995,FutOnly,200107042601F,853143,1863594,44794,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,186363,109549,3537903,316973,152730,1835,48.7,23.4,8.4,2.9,6.5,0.3,24.1,52.7,1.3,5.3,3.1,9.0,4.3,0.1,94.7,96.9,100.0,2020-01-07T00:00:00.000,3351540,3428354,120,31,67,22,32,8,64,50,35,23,15,5,357,274,198,2020 Report Week 01
1707409,830354,720651,043,043602,CBT,CHI,F30,23323,1199,18437,6388,22961,-7081,-128738,-68174,6279,6994,-6070,-65976,7524,-34425,898,-72970,-59906,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,20.5,19.7,29.6,29.4,13.1,17.2,20.5,25.1,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",148993,288188,49724,FutOnly,200114043602F,350915,1101737,91102,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,408066,402259,3687989,203398,196243,7731,46.3,22.5,19.5,4.0,7.8,1.3,9.5,29.9,2.5,11.1,10.9,5.5,5.3,0.2,88.9,89.1,100.0,2020-01-14T00:00:00.000,3279923,3285730,108,78,99,23,42,12,53,66,42,23,20,7,413,291,282,2020 Report Week 02
313471,97650,44194,138,13874+,CME,CHI,F20,9335,-3140,-1543,-8887,7358,5508,-5853,-1031,337,1617,-1750,699,213,-5012,-28,-918,2449,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,14.3,17.0,23.3,28.1,13.7,15.9,21.3,25.9,S&P 500 Consolidated,(S&P 500 INDEX X $250.00),33396,176204,24590,FutOnly,20011413874+F,51551,97232,14076,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,68073,58983,568311,18168,54589,792,55.2,17.2,7.8,5.9,31.0,4.3,9.1,17.1,2.5,12.0,10.4,3.2,9.6,0.1,88.0,89.6,100.0,2020-01-14T00:00:00.000,500238,509329,169,84,122,31,37,27,67,102,52,31,41,10,562,384,389,2020 Report Week 02
1717740,865696,311019,042,042601,CBT,CHI,F30,-6459,37673,12279,-10394,-4545,4585,55056,-403,12976,5824,4689,57688,-16186,-9573,7,51864,52999,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,23.6,32.9,37.7,51.2,23.2,32.0,35.7,49.6,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",92467,225098,13580,FutOnly,200114042601F,908199,1863191,57770,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,192187,114238,3595591,300787,143157,1842,47.8,24.1,8.7,2.6,6.3,0.4,25.3,51.8,1.6,5.3,3.2,8.4,4.0,0.1,94.7,96.8,100.0,2020-01-14T00:00:00.000,3403404,3481353,122,33,69,22,33,10,65,50,37,23,13,5,361,281,201,2020 Report Week 02
1759330,823874,726672,043,043602,CBT,CHI,F30,51921,-6480,6021,-1537,-42294,18982,-12883,44440,32973,11020,16451,83593,-22251,14153,-653,72573,67142,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,20.6,19.4,29.2,29.3,13.4,17.1,20.4,25.0,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",147456,245894,68706,FutOnly,200121043602F,338032,1146177,124075,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,419086,418710,3771582,181147,210396,7078,46.6,21.8,19.3,3.9,6.5,1.8,9.0,30.4,3.3,11.1,11.1,4.8,5.6,0.2,88.9,88.9,100.0,2020-01-21T00:00:00.000,3352496,3352872,109,70,95,21,39,14,50,73,50,20,18,8,401,290,278,2020 Report Week 03
316976,99745,42791,138,13874+,CME,CHI,F20,3506,2095,-1404,4238,7530,3985,2731,5450,3180,571,-225,19577,2558,-1246,211,19006,19802,S&P BROAD BASED STOCK INDICES,FINANCIAL INSTRUMENTS,S&P BROAD BASED STOCK INDICES,STOCK INDICES,13.7,16.4,22.6,27.5,13.2,15.3,20.9,25.1,S&P 500 Consolidated,(S&P 500 INDEX X $250.00),37634,183735,28575,FutOnly,20012113874+F,54282,102683,17256,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,68644,58757,587888,20726,53344,1004,53.9,17.0,7.3,6.4,31.3,4.9,9.2,17.5,2.9,11.7,10.0,3.5,9.1,0.2,88.3,90.0,100.0,2020-01-21T00:00:00.000,519244,529131,169,83,120,31,40,27,67,106,56,29,44,11,569,383,400,2020 Report Week 03
1710081,924038,315415,042,042601,CBT,CHI,F30,-7659,58342,4396,6269,11096,4921,11408,-43782,29723,-3627,-9132,59445,8135,-1998,5879,63072,68577,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,23.6,32.1,37.2,50.3,23.1,31.1,35.4,48.6,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",98736,236194,18501,FutOnly,200121042601F,919607,1819409,87493,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,188560,105106,3655036,308922,141159,7721,46.8,25.3,8.6,2.7,6.5,0.5,25.2,49.8,2.4,5.2,2.9,8.5,3.9,0.2,94.8,97.1,100.0,2020-01-21T00:00:00.000,3466476,3549930,123,34,69,25,30,11,69,50,40,24,14,7,369,293,203,2020 Report Week 03
1775534,844795,726614,043,043602,CBT,CHI,F30,16204,20921,-58,13080,22882,-6164,55965,13106,20129,16456,16883,120005,-1345,26568,5738,103549,103122,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,19.8,20.0,27.3,29.2,12.2,16.8,19.0,24.5,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",160536,268776,62542,FutOnly,200128043602F,393997,1159283,144204,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,435542,435593,3891587,179802,236964,12816,45.6,21.7,18.7,4.1,6.9,1.6,10.1,29.8,3.7,11.2,11.2,4.6,6.1,0.3,88.8,88.8,100.0,2020-01-28T00:00:00.000,3456045,3455994,109,70,95,21,38,15,60,68,51,20,19,6,405,295,277,2020 Report Week 04
