asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,cftc_commodity_code,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_subgroup_code,change_in_asset_mgr_long,change_in_asset_mgr_short,change_in_asset_mgr_spread,change_in_dealer_long_all,change_in_dealer_short_all,change_in_dealer_spread_all,change_in_lev_money_long,change_in_lev_money_short,change_in_lev_money_spread,change_in_nonrept_long_all,change_in_nonrept_short_all,change_in_open_interest_all,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,commodity,commodity_group_name,commodity_name,commodity_subgroup_name,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,contract_market_name,contract_units,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,futonly_or_combined,id,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,market_and_exchange_names,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_all,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,pct_of_oi_asset_mgr_long,pct_of_oi_asset_mgr_short,pct_of_oi_asset_mgr_spread,pct_of_oi_dealer_long_all,pct_of_oi_dealer_short_all,pct_of_oi_dealer_spread_all,pct_of_oi_lev_money_long,pct_of_oi_lev_money_short,pct_of_oi_lev_money_spread,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_open_interest_all,report_date_as_yyyy_mm_dd,tot_rept_positions_long_all,tot_rept_positions_short,traders_asset_mgr_long_all,traders_asset_mgr_short_all,traders_asset_mgr_spread,traders_dealer_long_all,traders_dealer_short_all,traders_dealer_spread_all,traders_lev_money_long_all,traders_lev_money_short_all,traders_lev_money_spread,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_all,traders_tot_rept_long_all,traders_tot_rept_short_all,yyyy_report_week_ww
857964,783928,361260,043,043602,CBT,CHI,F30,-9100,-38209,22259,13111,27497,-1761,9802,29510,24428,18126,-8395,64387,-14449,7087,1971,46261,72782,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,35.6,17.2,46.4,24.9,34.3,14.1,42.7,18.9,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",146175,136724,16827,FutOnly,150106043602F,524818,640752,93482,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,299999,420795,2671228,333249,180006,37454,32.1,29.3,13.5,5.5,5.1,0.6,19.6,24.0,3.5,11.2,15.8,12.5,6.7,1.4,88.8,84.2,100.0,2015-01-06T00:00:00.000,2371229,2250433,35,85,65,21,26,6,47,69,42,24,48,11,355,207,272,2015 Report Week 01
280626,445939,88909,042,042601,CBT,CHI,F30,2279,3056,3801,-2201,2879,-4115,6938,4082,1150,4177,1159,2832,-8390,-8373,-807,-1345,1673,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,27.5,31.0,40.7,40.3,27.4,31.0,40.2,40.1,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",72576,112480,3876,FutOnly,150106042601F,587137,186643,20941,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,94080,151755,1246072,92338,229940,5589,22.5,35.8,7.1,5.8,9.0,0.3,47.1,15.0,1.7,7.6,12.2,7.4,18.5,0.4,92.4,87.8,100.0,2015-01-06T00:00:00.000,1151992,1094317,40,44,40,12,29,,41,35,23,19,37,10,257,140,192,2015 Report Week 01
860017,774944,362820,043,043602,CBT,CHI,F30,2053,-8984,1560,3614,19165,6164,-18873,-9474,15422,3001,10236,29916,10503,-10645,6472,26915,19680,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,34.2,18.5,45.6,25.6,32.8,14.3,40.9,18.7,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",149789,155889,22991,FutOnly,150113043602F,505945,631278,108904,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,303000,431031,2701144,343752,169361,43926,31.8,28.7,13.4,5.5,5.8,0.9,18.7,23.4,4.0,11.2,16.0,12.7,6.3,1.6,88.8,84.0,100.0,2015-01-13T00:00:00.000,2398144,2270113,39,84,65,26,29,9,50,72,52,28,47,12,375,231,282,2015 Report Week 02
284017,425221,97261,042,042601,CBT,CHI,F30,3391,-20718,8352,-7296,5460,3541,-6733,-4158,1836,6218,1333,2065,-9865,3798,2621,-4153,732,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,27.0,31.2,41.0,41.0,26.5,31.2,40.1,40.3,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",65280,117940,7417,FutOnly,150113042601F,580404,182485,22777,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,100298,153088,1248137,82473,233738,8210,22.8,34.1,7.8,5.2,9.4,0.6,46.5,14.6,1.8,8.0,12.3,6.6,18.7,0.7,92.0,87.7,100.0,2015-01-13T00:00:00.000,1147839,1095049,41,41,40,12,35,6,43,34,24,17,38,11,262,144,199,2015 Report Week 02
842139,829055,325783,043,043602,CBT,CHI,F30,-17878,54111,-37037,-8095,-528,9248,13850,-17917,-7371,23546,-11609,-7284,25081,12447,-8628,-30830,4325,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,33.1,18.7,43.5,26.2,31.6,13.6,39.6,19.3,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",141694,155361,32239,FutOnly,150120043602F,519795,613361,101533,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,326546,419422,2693860,368833,181808,35298,31.3,30.8,12.1,5.3,5.8,1.2,19.3,22.8,3.8,12.1,15.6,13.7,6.7,1.3,87.9,84.4,100.0,2015-01-20T00:00:00.000,2367314,2274438,42,81,62,23,29,8,50,72,62,26,52,12,375,235,284,2015 Report Week 03
270196,424474,101891,042,042601,CBT,CHI,F30,-13821,-747,4630,12293,-5915,4226,-38500,-1989,5192,-2813,-6987,9731,38150,10947,374,12544,16718,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,25.6,31.0,39.2,40.6,25.0,31.0,37.6,39.5,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",77573,112025,11643,FutOnly,150120042601F,541904,180496,27969,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,97485,146101,1257868,120623,244685,8584,21.5,33.7,8.1,6.2,8.9,0.9,43.1,14.3,2.2,7.8,11.6,9.6,19.5,0.7,92.2,88.4,100.0,2015-01-20T00:00:00.000,1160383,1111767,42,41,36,13,35,6,46,36,25,17,40,11,270,147,201,2015 Report Week 03
258035,434676,107886,042,042601,CBT,CHI,F30,-12161,10202,5995,5427,41579,-3181,24268,-14383,18470,8448,-3246,47164,-22,-8192,-80,38716,50410,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,23.4,30.0,37.2,39.7,22.1,30.0,35.2,38.6,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",83000,153604,8462,FutOnly,150127042601F,566172,166113,46439,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,105933,142855,1305032,120601,236493,8504,19.8,33.3,8.3,6.4,11.8,0.6,43.4,12.7,3.6,8.1,10.9,9.2,18.1,0.7,91.9,89.1,100.0,2015-01-27T00:00:00.000,1199099,1162177,42,44,37,15,34,5,44,35,28,16,38,9,268,147,200,2015 Report Week 04
789438,909783,333117,043,043602,CBT,CHI,F30,-52701,80728,7334,58610,-11211,-16709,-23083,-83903,7520,13122,9769,-20317,-16498,-15933,2088,-33439,-30086,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,32.7,19.3,42.4,27.7,30.7,14.6,38.9,20.7,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",200304,144150,15530,FutOnly,150127043602F,496712,529458,109053,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,339668,429191,2673543,352335,165875,37386,29.5,34.0,12.5,7.5,5.4,0.6,18.6,19.8,4.1,12.7,16.1,13.2,6.2,1.4,87.3,83.9,100.0,2015-01-27T00:00:00.000,2333875,2244352,39,83,62,22,25,9,54,62,51,24,52,15,361,234,264,2015 Report Week 04
672166,905255,341496,043,043602,CBT,CHI,F30,-117272,-4528,8379,32325,-12528,2919,-4912,-21022,9702,7623,-8927,-49064,14848,-20383,-2676,-56687,-40137,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,29.0,20.1,39.2,28.6,26.9,15.2,35.6,21.0,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",232629,131622,18449,FutOnly,150203043602F,491800,508436,118755,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,347291,420264,2624479,367183,145492,34710,25.6,34.5,13.0,8.9,5.0,0.7,18.7,19.4,4.5,13.2,16.0,14.0,5.5,1.3,86.8,84.0,100.0,2015-02-03T00:00:00.000,2277188,2204215,39,84,63,24,26,11,49,62,59,29,51,17,364,235,279,2015 Report Week 05
279847,448342,116473,042,042601,CBT,CHI,F30,21812,13666,8587,17110,-14993,3744,26514,16804,16161,-743,6183,44537,-46118,-3085,-2530,45280,38354,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,23.2,29.0,36.5,39.2,20.9,29.0,33.6,37.1,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",100110,138611,12206,FutOnly,150203042601F,592686,182917,62600,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,105190,149038,1349569,74483,233408,5974,20.7,33.2,8.6,7.4,10.3,0.9,43.9,13.6,4.6,7.8,11.0,5.5,17.3,0.4,92.2,89.0,100.0,2015-02-03T00:00:00.000,1244379,1200531,42,41,40,13,38,7,43,35,27,16,36,8,264,146,200,2015 Report Week 05
