asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,cftc_commodity_code,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_subgroup_code,change_in_asset_mgr_long,change_in_asset_mgr_short,change_in_asset_mgr_spread,change_in_dealer_long_all,change_in_dealer_short_all,change_in_dealer_spread_all,change_in_lev_money_long,change_in_lev_money_short,change_in_lev_money_spread,change_in_nonrept_long_all,change_in_nonrept_short_all,change_in_open_interest_all,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,commodity,commodity_group_name,commodity_name,commodity_subgroup_name,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,contract_market_name,contract_units,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,futonly_or_combined,id,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,market_and_exchange_names,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_all,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,pct_of_oi_asset_mgr_long,pct_of_oi_asset_mgr_short,pct_of_oi_asset_mgr_spread,pct_of_oi_dealer_long_all,pct_of_oi_dealer_short_all,pct_of_oi_dealer_spread_all,pct_of_oi_lev_money_long,pct_of_oi_lev_money_short,pct_of_oi_lev_money_spread,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_open_interest_all,report_date_as_yyyy_mm_dd,tot_rept_positions_long_all,tot_rept_positions_short,traders_asset_mgr_long_all,traders_asset_mgr_short_all,traders_asset_mgr_spread,traders_dealer_long_all,traders_dealer_short_all,traders_dealer_spread_all,traders_lev_money_long_all,traders_lev_money_short_all,traders_lev_money_spread,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_all,traders_tot_rept_long_all,traders_tot_rept_short_all,yyyy_report_week_ww
542599,871538,323040,043,043602,CBT,CHI,F30,-129567,-33717,-18456,-39958,3020,-1700,103219,-23983,-13387,-1579,9701,-66693,37176,14270,-2441,-65114,-76394,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,27.0,19.0,36.3,27.4,24.8,14.2,33.0,20.4,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",192671,134642,16749,FutOnly,150210043602F,595019,484453,105368,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,345712,429965,2557786,404359,159762,32269,21.2,34.1,12.6,7.5,5.3,0.7,23.3,18.9,4.1,13.5,16.8,15.8,6.2,1.3,86.5,83.2,100.0,2015-02-10T00:00:00.000,2212074,2127821,43,87,66,28,25,15,65,61,62,29,50,12,388,260,283,2015 Report Week 06
266566,438195,120652,042,042601,CBT,CHI,F30,-13281,-10147,4179,1134,26308,2594,56033,11703,25851,-176,9485,87875,5659,12020,5882,88051,78390,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,28.0,27.2,41.0,37.3,25.9,27.2,36.8,34.9,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",101244,164919,14800,FutOnly,150210042601F,648719,194620,88451,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,105014,158523,1437444,80142,245428,11856,18.5,30.5,8.4,7.0,11.5,1.0,45.1,13.5,6.2,7.3,11.0,5.6,17.1,0.8,92.7,89.0,100.0,2015-02-10T00:00:00.000,1332430,1278921,46,38,40,14,42,9,42,36,30,15,38,10,271,153,207,2015 Report Week 06
261236,464223,117757,042,042601,CBT,CHI,F30,-5330,26028,-2895,31,32907,4292,58489,12600,72154,-6854,-5034,151224,27993,7828,3344,158078,156258,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,30.7,25.0,44.7,36.2,25.3,25.0,37.0,32.7,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",101275,197826,19092,FutOnly,150217042601F,707208,207220,160605,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,98160,153489,1588668,108135,253256,15200,16.4,29.2,7.4,6.4,12.5,1.2,44.5,13.0,10.1,6.2,9.7,6.8,15.9,1.0,93.8,90.3,100.0,2015-02-17T00:00:00.000,1490508,1435179,43,42,40,14,40,8,45,37,34,15,40,12,276,157,213,2015 Report Week 07
555541,853548,334373,043,043602,CBT,CHI,F30,12942,-17990,11333,-2082,-8464,7511,-13481,36900,26438,-19918,-19205,35800,14563,783,-1506,55718,55005,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,27.3,17.3,37.5,26.0,25.1,13.7,33.8,19.4,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",190589,126178,24260,FutOnly,150217043602F,581538,521353,131806,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,325794,410760,2593586,418922,160545,30763,21.4,32.9,12.9,7.3,4.9,0.9,22.4,20.1,5.1,12.6,15.8,16.2,6.2,1.2,87.4,84.2,100.0,2015-02-17T00:00:00.000,2267792,2182826,44,89,70,35,27,18,62,63,57,34,47,18,401,273,291,2015 Report Week 07
716956,800327,342893,043,043602,CBT,CHI,F30,161415,-53221,8520,-64037,-12401,29545,-50836,53991,19070,19224,14962,73451,-47025,15410,-2425,54227,58489,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,31.0,17.7,40.3,26.3,28.9,14.1,35.6,20.7,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",126552,113777,53805,FutOnly,150224043602F,530702,575344,150876,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,345018,425722,2667037,371897,175955,28338,26.9,30.0,12.9,4.7,4.3,2.0,19.9,21.6,5.7,12.9,16.0,13.9,6.6,1.1,87.1,84.0,100.0,2015-02-24T00:00:00.000,2322019,2241315,43,79,73,23,26,24,53,68,65,26,48,13,367,248,294,2015 Report Week 08
233600,452484,122805,042,042601,CBT,CHI,F30,-27636,-11739,5048,-25697,-34428,9364,-16436,-9004,6844,22112,14662,-47024,-15243,-22391,-5380,-69136,-61686,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,30.7,23.7,43.9,34.9,24.7,23.7,36.0,31.5,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",75578,163398,28456,FutOnly,150224042601F,690772,198216,167449,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,120272,168151,1541644,92892,230865,9820,15.2,29.4,8.0,4.9,10.6,1.8,44.8,12.9,10.9,7.8,10.9,6.0,15.0,0.6,92.2,89.1,100.0,2015-02-24T00:00:00.000,1421372,1373493,37,47,40,13,36,10,44,33,38,11,39,10,262,153,207,2015 Report Week 08
260252,441935,109246,042,042601,CBT,CHI,F30,26652,-10549,-13559,-25030,-44102,-15204,-60727,18169,-106938,-15978,-18900,-194980,17102,-2599,-1298,-179002,-176080,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,27.1,26.5,42.3,36.0,25.4,26.5,39.9,34.6,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",50548,119296,13252,FutOnly,150303042601F,630045,216385,60511,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,104294,149251,1346664,109994,228266,8522,19.3,32.8,8.1,3.8,8.9,1.0,46.8,16.1,4.5,7.7,11.1,8.2,17.0,0.6,92.3,88.9,100.0,2015-03-03T00:00:00.000,1242370,1197413,38,49,39,13,30,11,46,34,30,14,37,9,261,152,198,2015 Report Week 09
792400,773567,307289,043,043602,CBT,CHI,F30,75444,-26760,-35604,-8634,-19389,-17776,-22624,78243,-48319,-40818,-6073,-64803,31154,8501,2374,-23985,-58730,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,33.7,18.7,43.7,26.4,31.8,15.6,39.8,21.2,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",117918,94388,36029,FutOnly,150303043602F,508078,653587,102557,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,304200,419649,2602234,403051,184456,30712,30.5,29.7,11.8,4.5,3.6,1.4,19.5,25.1,3.9,11.7,16.1,15.5,7.1,1.2,88.3,83.9,100.0,2015-03-03T00:00:00.000,2298034,2182585,42,80,68,24,24,20,51,74,44,26,50,11,371,233,281,2015 Report Week 09
864404,836234,273647,043,043602,CBT,CHI,F30,72004,62667,-33642,3193,12441,-7003,-36224,1163,-23806,-13724,14118,14441,52879,-12261,764,28165,323,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,35.1,18.2,45.1,26.8,32.7,15.4,41.4,22.6,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",121111,106829,29026,FutOnly,150310043602F,471854,654750,78751,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,290476,433767,2616675,455930,172195,31476,33.0,32.0,10.5,4.6,4.1,1.1,18.0,25.0,3.0,11.1,16.6,17.4,6.6,1.2,88.9,83.4,100.0,2015-03-10T00:00:00.000,2326199,2182908,42,81,65,24,24,15,60,66,47,26,48,12,371,238,272,2015 Report Week 10
258685,444687,107781,042,042601,CBT,CHI,F30,-1567,2752,-1465,-5145,38508,-6558,-27379,-20241,-23731,3708,487,-12991,48684,-3205,462,-16699,-13478,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,31.0,25.6,45.6,35.5,30.4,25.6,44.4,34.2,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",45403,157804,6694,FutOnly,150310042601F,602666,196144,36780,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,108002,149738,1333673,158678,225061,8984,19.4,33.3,8.1,3.4,11.8,0.5,45.2,14.7,2.8,8.1,11.2,11.9,16.9,0.7,91.9,88.8,100.0,2015-03-10T00:00:00.000,1225671,1183935,38,47,40,10,32,7,46,38,30,12,38,9,261,144,203,2015 Report Week 10
241455,439065,110835,042,042601,CBT,CHI,F30,-17230,-5622,3054,-5924,-21096,6390,-16547,3128,9280,-11509,-18769,-10233,27817,18966,-5564,1276,8536,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,30.5,26.2,44.2,36.1,30.2,26.2,42.3,34.9,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",39479,136708,13084,FutOnly,150317042601F,586119,199272,46060,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,96493,130969,1323440,186495,244027,3420,18.2,33.2,8.4,3.0,10.3,1.0,44.3,15.1,3.5,7.3,9.9,14.1,18.4,0.3,92.7,90.1,100.0,2015-03-17T00:00:00.000,1226947,1192471,38,47,39,11,27,6,48,32,28,16,42,8,261,150,192,2015 Report Week 11
847244,814974,305704,043,043602,CBT,CHI,F30,-17160,-21260,32057,-20361,16762,-1306,8341,15212,6858,-136,-24415,12456,11492,-4123,-7329,12592,36871,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,36.4,18.6,46.5,27.1,33.9,16.5,42.2,23.0,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",100750,123591,27720,FutOnly,150317043602F,480195,669962,85609,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,290340,409352,2629131,467422,168072,24147,32.2,31.0,11.6,3.8,4.7,1.1,18.3,25.5,3.3,11.0,15.6,17.8,6.4,0.9,89.0,84.4,100.0,2015-03-17T00:00:00.000,2338791,2219779,42,85,67,17,35,15,62,62,48,26,50,13,379,236,286,2015 Report Week 11
897434,849070,322352,043,043602,CBT,CHI,F30,50190,34096,16648,17683,25030,-5943,61944,59641,11573,31352,-8277,176286,-30703,19976,23542,144934,184563,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,37.4,19.1,47.5,27.2,34.4,16.9,43.0,22.8,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",118433,148621,21777,FutOnly,150324043602F,542139,729603,97182,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,321692,401075,2805417,436719,188048,47689,32.0,30.3,11.5,4.2,5.3,0.8,19.3,26.0,3.5,11.5,14.3,15.6,6.7,1.7,88.5,85.7,100.0,2015-03-24T00:00:00.000,2483725,2404342,39,90,69,22,30,9,58,66,43,28,55,18,388,234,293,2015 Report Week 12
220456,430260,120347,042,042601,CBT,CHI,F30,-20999,-8805,9512,5167,-14544,-6808,46626,-29027,-4790,11054,13777,46738,5763,86210,1213,35684,32961,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,31.0,30.1,43.5,39.2,30.7,30.1,41.6,38.1,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",44646,122164,6276,FutOnly,150324042601F,632745,170245,41270,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,107547,144746,1370178,192258,330237,4633,16.1,31.4,8.8,3.3,8.9,0.5,46.2,12.4,3.0,7.8,10.6,14.0,24.1,0.3,92.2,89.4,100.0,2015-03-24T00:00:00.000,1262631,1225432,38,48,40,12,28,5,53,30,26,13,47,10,269,151,199,2015 Report Week 12
260953,402990,121938,042,042601,CBT,CHI,F30,40497,-27270,1591,8103,-9386,4356,-106467,-10535,14405,11235,11923,-16342,6665,-4699,3273,-27577,-28265,"T-NOTES, 1-2 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 1-2 YEAR",Interest Rates - U.S. Treasury,27.3,30.3,39.8,39.4,27.1,30.3,38.0,38.4,UST 2Y NOTE,"(CONTRACTS OF $200,000 FACE VALUE)",52749,112778,10632,FutOnly,150331042601F,526278,159710,55675,2-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,118782,156669,1353836,198923,325538,7906,19.3,29.8,9.0,3.9,8.3,0.8,38.9,11.8,4.1,8.8,11.6,14.7,24.0,0.6,91.2,88.4,100.0,2015-03-31T00:00:00.000,1235054,1197167,41,46,40,13,24,5,49,30,25,11,46,11,260,151,190,2015 Report Week 13
846074,823225,354696,043,043602,CBT,CHI,F30,-51360,-25845,32344,3614,-36777,-111,-15674,-20469,6798,-8369,25233,-37754,8286,-5645,-13282,-29385,-62987,"T-NOTES, 6.5-10 YEAR",FINANCIAL INSTRUMENTS,"T-NOTES, 6.5-10 YEAR",Interest Rates - U.S. Treasury,36.3,18.8,46.6,28.4,32.4,16.7,41.2,22.9,UST 10Y NOTE,"(CONTRACTS OF $100,000 FACE VALUE)",122047,111844,21666,FutOnly,150331043602F,526465,709134,103980,10-YEAR U.S. TREASURY NOTES - CHICAGO BOARD OF TRADE,313323,426308,2767663,445005,182403,34407,30.6,29.7,12.8,4.4,4.0,0.8,19.0,25.6,3.8,11.3,15.4,16.1,6.6,1.2,88.7,84.6,100.0,2015-03-31T00:00:00.000,2454340,2341355,42,88,69,23,20,8,67,56,44,25,50,13,371,241,264,2015 Report Week 13
